index,age,workclass,education,marital_status,occupation,sex,income
54,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Technical,Male,>50K
55,"[40, 60[",Private,Primary School,Married-civ-spouse,Technical,Male,<=50K
56,"[20, 40[",Private,Professional Education,Married-civ-spouse,Other,Male,<=50K
57,"[40, 60[",Private,High School,Married-civ-spouse,Other,Male,<=50K
58,"[20, 40[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
59,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
60,"[40, 60[",Private,High School,Married-civ-spouse,Other,Male,<=50K
61,"[40, 60[",Private,Graduate,Married-civ-spouse,Technical,Male,>50K
62,"[20, 40[",Private,Undergraduate,Divorced,Technical,Male,<=50K
63,"[20, 40[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
64,"[20, 40[",Private,Undergraduate,Divorced,Other,Female,<=50K
65,"[40, 60[",Private,High School,Married-civ-spouse,Other,Female,>50K
66,"[40, 60[",Self-emp-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
67,*,*,*,*,*,*,<=50K
68,"[20, 40[",Private,Undergraduate,Separated,Nontechnical,Female,<=50K
69,"[20, 40[",Self-emp-not-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
70,"[20, 40[",Private,Undergraduate,Never-married,Technical,Male,<=50K
71,"[60, 80[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
72,"[20, 40[",Private,High School,Never-married,Other,Male,<=50K
73,"[40, 60[",Private,Professional Education,Married-civ-spouse,Other,Male,<=50K
74,"[0, 20[",Private,High School,Never-married,Other,Female,<=50K
75,"[20, 40[",Local-gov,High School,Married-civ-spouse,Other,Male,<=50K
76,"[0, 20[",Private,High School,Never-married,Nontechnical,Male,<=50K
77,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Other,Male,<=50K
78,"[40, 60[",Private,High School,Married-civ-spouse,Other,Female,<=50K
79,"[40, 60[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
80,"[40, 60[",Private,High School,Divorced,Technical,Female,>50K
81,"[40, 60[",Private,High School,Divorced,Nontechnical,Female,<=50K
82,"[40, 60[",Local-gov,High School,Married-civ-spouse,Other,Male,>50K
83,"[20, 40[",Private,Graduate,Married-civ-spouse,Technical,Male,<=50K
84,"[20, 40[",Private,High School,Never-married,Nontechnical,Male,<=50K
85,*,*,*,*,*,*,>50K
86,"[40, 60[",Private,Professional Education,Married-civ-spouse,Technical,Male,<=50K
87,"[20, 40[",Private,Undergraduate,Divorced,Technical,Female,<=50K
88,"[20, 40[",Private,Undergraduate,Divorced,Technical,Female,<=50K
89,"[20, 40[",Private,High School,Married-civ-spouse,Nontechnical,Female,<=50K
90,"[20, 40[",Local-gov,Undergraduate,Married-civ-spouse,Other,Male,>50K
91,*,*,*,*,*,*,<=50K
92,"[40, 60[",Self-emp-not-inc,Graduate,Married-civ-spouse,Technical,Male,>50K
93,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
94,"[40, 60[",Private,Professional Education,Divorced,Nontechnical,Female,<=50K
95,"[20, 40[",Federal-gov,High School,Never-married,Other,Male,<=50K
96,*,*,*,*,*,*,>50K
97,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
98,*,*,*,*,*,*,<=50K
99,"[20, 40[",Private,Undergraduate,Never-married,Technical,Female,<=50K
100,"[20, 40[",Private,High School,Never-married,Technical,Male,<=50K
101,"[20, 40[",Self-emp-inc,High School,Married-civ-spouse,Technical,Male,>50K
102,"[20, 40[",Private,High School,Never-married,Nontechnical,Male,<=50K
103,"[20, 40[",Local-gov,High School,Never-married,Other,Female,<=50K
104,"[40, 60[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
105,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
106,"[20, 40[",Private,Professional Education,Married-civ-spouse,Technical,Male,>50K
107,"[40, 60[",Self-emp-not-inc,High School,Married-civ-spouse,Other,Male,>50K
108,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Female,<=50K
109,"[20, 40[",Private,High School,Never-married,Technical,Female,<=50K
110,"[40, 60[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
111,"[40, 60[",Self-emp-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
112,"[40, 60[",Local-gov,Professional Education,Married-civ-spouse,Technical,Male,>50K
113,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
114,"[20, 40[",Private,High School,Never-married,Technical,Male,<=50K
115,"[20, 40[",Private,Undergraduate,Never-married,Other,Female,<=50K
116,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
117,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
118,"[20, 40[",State-gov,Undergraduate,Married-civ-spouse,Technical,Male,>50K
119,"[0, 20[",Private,Undergraduate,Never-married,Other,Male,<=50K
120,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Female,>50K
121,"[20, 40[",Private,Undergraduate,Never-married,Other,Female,<=50K
122,"[20, 40[",Private,Professional Education,Married-civ-spouse,Other,Male,>50K
123,"[20, 40[",Private,Undergraduate,Divorced,Technical,Male,<=50K
124,"[20, 40[",Private,Professional Education,Never-married,Nontechnical,Female,<=50K
125,"[20, 40[",Private,High School,Never-married,Other,Female,<=50K
126,"[20, 40[",Self-emp-not-inc,High School,Married-civ-spouse,Technical,Male,<=50K
127,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
128,"[40, 60[",Private,Professional Education,Divorced,Technical,Female,<=50K
129,*,*,*,*,*,*,>50K
130,"[40, 60[",Self-emp-not-inc,High School,Married-civ-spouse,Technical,Male,<=50K
131,"[20, 40[",Private,Professional Education,Married-civ-spouse,Other,Female,<=50K
132,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
133,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Technical,Male,>50K
134,*,*,*,*,*,*,<=50K
135,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Female,<=50K
136,"[0, 20[",Private,Undergraduate,Never-married,Other,Male,<=50K
137,*,*,*,*,*,*,>50K
138,*,*,*,*,*,*,<=50K
139,"[20, 40[",Private,High School,Never-married,Other,Female,<=50K
140,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Other,Male,<=50K
141,*,*,*,*,*,*,<=50K
142,"[60, 80[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
143,"[40, 60[",Local-gov,Undergraduate,Divorced,Other,Female,<=50K
144,"[20, 40[",Private,High School,Never-married,Other,Female,<=50K
145,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Female,<=50K
146,"[20, 40[",Private,High School,Never-married,Technical,Male,<=50K
147,"[40, 60[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
148,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
149,*,*,*,*,*,*,<=50K
150,"[20, 40[",Private,High School,Divorced,Technical,Male,<=50K
151,*,*,*,*,*,*,<=50K
152,"[20, 40[",Private,High School,Never-married,Other,Female,<=50K
153,*,*,*,*,*,*,<=50K
154,"[20, 40[",Private,High School,Never-married,Nontechnical,Female,<=50K
155,"[40, 60[",Self-emp-not-inc,Graduate,Married-civ-spouse,Nontechnical,Male,>50K
156,"[20, 40[",Private,Undergraduate,Divorced,Other,Female,<=50K
157,*,*,*,*,*,*,<=50K
158,*,*,*,*,*,*,<=50K
159,"[0, 20[",Private,High School,Never-married,Nontechnical,Male,<=50K
160,*,*,*,*,*,*,<=50K
161,"[20, 40[",Private,High School,Never-married,Other,Male,<=50K
162,"[20, 40[",State-gov,High School,Married-civ-spouse,Other,Male,<=50K
163,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
164,"[20, 40[",Private,Undergraduate,Never-married,Technical,Male,<=50K
165,"[20, 40[",State-gov,Undergraduate,Married-civ-spouse,Technical,Male,>50K
166,*,*,*,*,*,*,<=50K
167,"[20, 40[",Private,High School,Never-married,Technical,Male,<=50K
168,"[20, 40[",Private,High School,Never-married,Nontechnical,Male,<=50K
169,"[0, 20[",Private,High School,Never-married,Other,Male,<=50K
170,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
171,"[40, 60[",Local-gov,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
172,"[40, 60[",Private,Undergraduate,Divorced,Other,Female,<=50K
173,"[20, 40[",Private,Undergraduate,Never-married,Technical,Male,<=50K
174,"[40, 60[",Private,High School,Married-civ-spouse,Technical,Male,>50K
175,"[20, 40[",Federal-gov,Undergraduate,Married-civ-spouse,Other,Male,>50K
176,"[20, 40[",Private,High School,Married-civ-spouse,Other,Male,<=50K
177,*,*,*,*,*,*,<=50K
178,*,*,*,*,*,*,<=50K
179,"[40, 60[",State-gov,Graduate,Married-civ-spouse,Technical,Male,>50K
180,"[20, 40[",Private,Undergraduate,Divorced,Technical,Female,<=50K
181,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
182,"[40, 60[",Local-gov,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
183,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
184,"[40, 60[",Federal-gov,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
185,"[20, 40[",Private,Primary School,Married-civ-spouse,Other,Male,<=50K
186,"[20, 40[",Private,Undergraduate,Divorced,Technical,Male,<=50K
187,*,*,*,*,*,*,>50K
188,"[20, 40[",Private,Graduate,Married-civ-spouse,Technical,Male,>50K
189,*,*,*,*,*,*,<=50K
190,"[20, 40[",Private,Graduate,Never-married,Technical,Female,<=50K
191,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
192,*,*,*,*,*,*,<=50K
193,*,*,*,*,*,*,<=50K
194,"[0, 20[",Private,High School,Never-married,Nontechnical,Female,<=50K
195,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Other,Male,>50K
196,"[20, 40[",Private,High School,Divorced,Technical,Male,<=50K
197,*,*,*,*,*,*,>50K
198,"[0, 20[",Private,High School,Never-married,Nontechnical,Female,<=50K
199,"[40, 60[",Local-gov,High School,Married-civ-spouse,Other,Male,<=50K
200,"[20, 40[",Private,High School,Married-civ-spouse,Technical,Male,>50K
201,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Female,<=50K
202,"[60, 80[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
203,"[40, 60[",Self-emp-inc,High School,Married-civ-spouse,Technical,Male,>50K
204,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Male,>50K
205,"[40, 60[",Private,Professional Education,Divorced,Nontechnical,Female,<=50K
206,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
207,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
208,"[20, 40[",Private,High School,Never-married,Technical,Male,<=50K
209,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
210,*,*,*,*,*,*,<=50K
211,"[40, 60[",Private,High School,Married-civ-spouse,Other,Male,<=50K
212,*,*,*,*,*,*,<=50K
213,"[0, 20[",Private,High School,Never-married,Nontechnical,Female,<=50K
214,"[60, 80[",Self-emp-not-inc,High School,Married-civ-spouse,Other,Male,<=50K
215,*,*,*,*,*,*,<=50K
216,"[60, 80[",Private,High School,Divorced,Other,Female,<=50K
217,"[20, 40[",Private,High School,Separated,Other,Male,<=50K
218,"[40, 60[",Private,High School,Divorced,Nontechnical,Female,<=50K
219,"[20, 40[",Private,Undergraduate,Never-married,Other,Male,<=50K
220,"[20, 40[",Private,Undergraduate,Divorced,Technical,Female,<=50K
221,"[20, 40[",Private,Professional Education,Never-married,Technical,Male,>50K
222,"[40, 60[",State-gov,High School,Married-civ-spouse,Other,Male,<=50K
223,*,*,*,*,*,*,<=50K
224,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
225,*,*,*,*,*,*,>50K
226,"[20, 40[",Private,High School,Never-married,Other,Male,<=50K
227,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Technical,Male,>50K
228,*,*,*,*,*,*,<=50K
229,*,*,*,*,*,*,<=50K
230,"[20, 40[",Private,Undergraduate,Divorced,Technical,Male,<=50K
231,"[40, 60[",Private,High School,Married-civ-spouse,Other,Male,<=50K
232,"[40, 60[",Private,High School,Married-civ-spouse,Other,Male,>50K
233,"[20, 40[",Private,High School,Never-married,Other,Female,<=50K
234,"[40, 60[",Private,Professional Education,Married-civ-spouse,Technical,Male,>50K
235,"[40, 60[",Private,High School,Married-civ-spouse,Other,Male,<=50K
236,*,*,*,*,*,*,>50K
237,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Other,Female,<=50K
238,*,*,*,*,*,*,<=50K
239,*,*,*,*,*,*,<=50K
240,"[40, 60[",Private,Undergraduate,Never-married,Other,Male,<=50K
241,"[40, 60[",Self-emp-not-inc,High School,Married-civ-spouse,Other,Male,>50K
242,"[20, 40[",Private,High School,Never-married,Other,Female,<=50K
243,"[20, 40[",Private,High School,Separated,Other,Female,<=50K
244,*,*,*,*,*,*,<=50K
245,"[40, 60[",Private,High School,Divorced,Technical,Male,<=50K
246,"[20, 40[",Private,Undergraduate,Divorced,Technical,Female,<=50K
247,"[40, 60[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
248,"[0, 20[",Private,High School,Never-married,Other,Male,<=50K
249,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
250,"[20, 40[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
251,"[20, 40[",Self-emp-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
252,"[60, 80[",Private,High School,Married-civ-spouse,Nontechnical,Male,>50K
253,"[20, 40[",Private,Undergraduate,Never-married,Technical,Female,<=50K
254,"[20, 40[",Private,High School,Married-civ-spouse,Technical,Female,>50K
255,"[60, 80[",Private,High School,Married-civ-spouse,Nontechnical,Male,>50K
256,"[0, 20[",Private,High School,Never-married,Other,Male,<=50K
257,*,*,*,*,*,*,<=50K
258,*,*,*,*,*,*,<=50K
259,"[20, 40[",Private,High School,Divorced,Technical,Female,<=50K
260,"[40, 60[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
261,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Technical,Male,>50K
262,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Female,<=50K
263,"[20, 40[",Private,Undergraduate,Never-married,Technical,Female,<=50K
264,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Technical,Female,>50K
265,"[20, 40[",Private,Undergraduate,Never-married,Technical,Female,<=50K
266,"[40, 60[",Local-gov,Undergraduate,Married-civ-spouse,Technical,Male,>50K
267,"[20, 40[",Private,Professional Education,Divorced,Nontechnical,Female,<=50K
268,*,*,*,*,*,*,<=50K
269,"[20, 40[",Private,High School,Never-married,Nontechnical,Male,<=50K
270,*,*,*,*,*,*,>50K
271,"[40, 60[",Private,Professional Education,Married-civ-spouse,Technical,Male,>50K
272,"[40, 60[",Private,Undergraduate,Divorced,Other,Male,<=50K
273,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Female,<=50K
274,"[40, 60[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
275,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
276,"[20, 40[",Private,High School,Divorced,Technical,Female,<=50K
277,"[20, 40[",Local-gov,Undergraduate,Never-married,Other,Male,<=50K
278,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
279,"[20, 40[",Private,Undergraduate,Never-married,Technical,Female,<=50K
280,"[60, 80[",Private,High School,Married-civ-spouse,Other,Male,<=50K
281,*,*,*,*,*,*,<=50K
282,"[20, 40[",Private,High School,Never-married,Technical,Male,<=50K
283,"[20, 40[",Private,High School,Divorced,Nontechnical,Male,<=50K
284,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Other,Male,>50K
285,"[20, 40[",Private,Undergraduate,Never-married,Other,Female,<=50K
286,"[20, 40[",Private,High School,Married-civ-spouse,Other,Male,>50K
287,"[40, 60[",Private,High School,Married-civ-spouse,Nontechnical,Male,>50K
288,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Other,Female,<=50K
289,"[40, 60[",Private,High School,Divorced,Other,Female,<=50K
290,"[20, 40[",Private,Professional Education,Never-married,Technical,Male,<=50K
291,*,*,*,*,*,*,<=50K
292,"[20, 40[",Private,Professional Education,Married-civ-spouse,Other,Male,>50K
293,"[40, 60[",Self-emp-inc,Undergraduate,Married-civ-spouse,Other,Male,>50K
294,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
295,"[20, 40[",Private,Graduate,Married-civ-spouse,Nontechnical,Male,>50K
296,*,*,*,*,*,*,>50K
297,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
298,"[20, 40[",Private,Undergraduate,Never-married,Technical,Male,<=50K
299,"[60, 80[",Self-emp-not-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
300,*,*,*,*,*,*,<=50K
301,"[20, 40[",Private,Undergraduate,Never-married,Technical,Female,<=50K
302,"[60, 80[",Private,High School,Widowed,Other,Female,<=50K
303,"[20, 40[",Self-emp-not-inc,High School,Married-civ-spouse,Nontechnical,Male,<=50K
304,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
305,"[20, 40[",Private,High School,Divorced,Other,Male,<=50K
306,"[20, 40[",Private,High School,Never-married,Nontechnical,Female,<=50K
307,*,*,*,*,*,*,<=50K
308,"[60, 80[",Self-emp-not-inc,High School,Married-civ-spouse,Other,Male,<=50K
309,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Technical,Female,>50K
310,"[40, 60[",Self-emp-not-inc,High School,Married-civ-spouse,Nontechnical,Male,<=50K
311,*,*,*,*,*,*,<=50K
312,"[40, 60[",Private,Undergraduate,Never-married,Technical,Male,<=50K
313,"[20, 40[",Private,Undergraduate,Never-married,Other,Male,<=50K
314,*,*,*,*,*,*,<=50K
315,"[40, 60[",Local-gov,High School,Married-civ-spouse,Other,Male,<=50K
316,"[40, 60[",Private,High School,Married-civ-spouse,Other,Male,<=50K
317,*,*,*,*,*,*,<=50K
318,"[20, 40[",Private,High School,Never-married,Technical,Male,<=50K
319,"[40, 60[",Private,Graduate,Never-married,Technical,Male,<=50K
320,"[0, 20[",Private,High School,Never-married,Nontechnical,Male,<=50K
321,"[40, 60[",Private,High School,Married-civ-spouse,Other,Male,<=50K
322,"[20, 40[",Private,Professional Education,Never-married,Nontechnical,Male,<=50K
323,"[20, 40[",Private,Professional Education,Married-civ-spouse,Technical,Male,>50K
324,"[20, 40[",State-gov,High School,Married-civ-spouse,Other,Male,>50K
325,"[20, 40[",Private,High School,Never-married,Other,Male,<=50K
326,"[20, 40[",State-gov,Undergraduate,Never-married,Other,Female,<=50K
327,*,*,*,*,*,*,<=50K
328,*,*,*,*,*,*,<=50K
329,"[20, 40[",Private,Undergraduate,Never-married,Technical,Male,<=50K
330,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
331,"[20, 40[",Private,High School,Married-civ-spouse,Other,Male,<=50K
332,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
333,"[40, 60[",Local-gov,High School,Married-civ-spouse,Other,Male,<=50K
334,"[20, 40[",Federal-gov,High School,Married-civ-spouse,Other,Male,>50K
335,*,*,*,*,*,*,<=50K
336,"[40, 60[",Private,Professional Education,Married-civ-spouse,Technical,Male,>50K
337,"[40, 60[",Private,High School,Married-civ-spouse,Other,Female,<=50K
338,"[20, 40[",Self-emp-not-inc,High School,Married-civ-spouse,Technical,Male,<=50K
339,"[20, 40[",Private,High School,Married-civ-spouse,Other,Female,<=50K
340,"[60, 80[",Private,Graduate,Married-civ-spouse,Technical,Male,>50K
341,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Other,Male,<=50K
342,"[40, 60[",Private,Undergraduate,Divorced,Nontechnical,Male,>50K
343,"[20, 40[",Private,High School,Married-spouse-absent,Nontechnical,Male,<=50K
344,"[20, 40[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
345,"[40, 60[",Self-emp-not-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
346,"[20, 40[",Private,Professional Education,Never-married,Nontechnical,Female,<=50K
347,"[40, 60[",Private,Undergraduate,Divorced,Nontechnical,Female,>50K
348,"[20, 40[",Private,High School,Divorced,Nontechnical,Female,<=50K
349,"[20, 40[",Federal-gov,Undergraduate,Never-married,Other,Female,<=50K
350,"[0, 20[",Private,High School,Never-married,Other,Male,<=50K
351,"[40, 60[",State-gov,Professional Education,Married-civ-spouse,Technical,Male,>50K
352,"[40, 60[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
353,"[40, 60[",Private,High School,Never-married,Technical,Male,<=50K
354,"[20, 40[",Local-gov,Undergraduate,Never-married,Other,Female,<=50K
355,"[20, 40[",Private,High School,Married-civ-spouse,Technical,Female,<=50K
356,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
357,*,*,*,*,*,*,<=50K
358,"[20, 40[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
359,"[40, 60[",Private,High School,Divorced,Other,Male,<=50K
360,*,*,*,*,*,*,<=50K
361,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
362,"[40, 60[",Private,Undergraduate,Divorced,Nontechnical,Female,<=50K
363,*,*,*,*,*,*,<=50K
364,"[20, 40[",Private,High School,Never-married,Other,Female,<=50K
365,"[20, 40[",Private,High School,Separated,Technical,Male,<=50K
366,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Other,Female,>50K
367,"[0, 20[",Private,Undergraduate,Never-married,Other,Female,<=50K
368,"[0, 20[",Private,High School,Never-married,Other,Female,<=50K
369,"[20, 40[",Private,High School,Married-civ-spouse,Other,Female,>50K
370,"[20, 40[",Private,Undergraduate,Never-married,Technical,Male,<=50K
371,*,*,*,*,*,*,<=50K
372,"[20, 40[",State-gov,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
373,"[20, 40[",Private,High School,Never-married,Other,Female,<=50K
374,"[40, 60[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
375,"[40, 60[",Private,Undergraduate,Divorced,Nontechnical,Female,<=50K
376,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
377,"[40, 60[",Self-emp-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
378,"[20, 40[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
379,"[20, 40[",Private,Undergraduate,Never-married,Other,Female,<=50K
380,"[40, 60[",State-gov,Undergraduate,Married-civ-spouse,Other,Male,>50K
381,"[20, 40[",Private,Professional Education,Divorced,Technical,Female,<=50K
382,"[20, 40[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
383,"[40, 60[",Private,Graduate,Married-civ-spouse,Nontechnical,Male,>50K
384,"[20, 40[",Private,High School,Married-civ-spouse,Other,Male,<=50K
385,"[40, 60[",Self-emp-not-inc,High School,Married-civ-spouse,Technical,Male,<=50K
386,"[20, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
387,"[40, 60[",Local-gov,Undergraduate,Divorced,Other,Female,<=50K
388,"[20, 40[",Private,High School,Never-married,Nontechnical,Female,<=50K
