index,age,workclass,education,marital_status,occupation,sex,income
128,"[45, 50[",Private,Assoc-acdm,Divorced,Tech-support,Female,<=50K
129,"[35, 40[",Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Male,>50K
130,"[40, 45[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,<=50K
131,"[25, 30[",Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Female,<=50K
132,"[20, 25[",Private,Some-college,Never-married,Sales,Male,<=50K
133,"[45, 50[",Private,Some-college,Married-civ-spouse,Craft-repair,Male,>50K
134,"[60, 65[",Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,<=50K
135,"[25, 30[",Private,Some-college,Never-married,Sales,Female,<=50K
136,"[15, 20[",Private,Some-college,Never-married,Other-service,Male,<=50K
137,"[45, 50[",Private,Assoc-voc,Never-married,Prof-specialty,Female,>50K
138,*,*,*,*,*,*,<=50K
139,"[30, 35[",Private,HS-grad,Never-married,Transport-moving,Female,<=50K
140,"[20, 25[",Private,Some-college,Married-civ-spouse,Other-service,Male,<=50K
141,"[35, 40[",Private,HS-grad,Widowed,Other-service,Female,<=50K
142,"[60, 65[",Private,11th,Married-civ-spouse,Craft-repair,Male,<=50K
143,"[45, 50[",Local-gov,Some-college,Divorced,Adm-clerical,Female,<=50K
144,"[30, 35[",Private,HS-grad,Never-married,Adm-clerical,Female,<=50K
145,"[30, 35[",Private,Bachelors,Never-married,Exec-managerial,Female,<=50K
146,"[20, 25[",Private,HS-grad,Never-married,Craft-repair,Male,<=50K
147,"[45, 50[",Private,HS-grad,Married-civ-spouse,Craft-repair,Male,<=50K
148,"[20, 25[",Private,Bachelors,Never-married,Handlers-cleaners,Male,<=50K
149,*,*,*,*,*,*,<=50K
150,"[25, 30[",Private,HS-grad,Divorced,Craft-repair,Male,<=50K
151,*,*,*,*,*,*,<=50K
152,"[25, 30[",Private,HS-grad,Never-married,Other-service,Female,<=50K
153,*,*,*,*,*,*,<=50K
154,"[25, 30[",Private,HS-grad,Never-married,Exec-managerial,Female,<=50K
155,"[45, 50[",Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Male,>50K
156,"[35, 40[",Private,Some-college,Divorced,Other-service,Female,<=50K
157,*,*,*,*,*,*,<=50K
158,*,*,*,*,*,*,<=50K
159,"[15, 20[",Private,11th,Never-married,Handlers-cleaners,Male,<=50K
160,*,*,*,*,*,*,<=50K
161,"[25, 30[",Private,HS-grad,Never-married,Other-service,Male,<=50K
162,"[25, 30[",State-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,<=50K
163,"[50, 55[",Private,Some-college,Married-civ-spouse,Sales,Male,>50K
164,"[25, 30[",Private,Bachelors,Never-married,Craft-repair,Male,<=50K
165,"[25, 30[",State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,>50K
166,*,*,*,*,*,*,<=50K
167,"[20, 25[",Private,HS-grad,Never-married,Craft-repair,Male,<=50K
168,"[30, 35[",Private,HS-grad,Never-married,Handlers-cleaners,Male,<=50K
169,"[15, 20[",Private,HS-grad,Never-married,Other-service,Male,<=50K
170,"[30, 35[",Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,<=50K
171,"[40, 45[",Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,>50K
172,"[40, 45[",Private,Some-college,Divorced,Adm-clerical,Female,<=50K
173,"[30, 35[",Private,Some-college,Never-married,Craft-repair,Male,<=50K
174,"[40, 45[",Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Male,>50K
175,"[35, 40[",Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,>50K
176,"[30, 35[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,<=50K
177,"[40, 45[",Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Female,<=50K
178,"[30, 35[",Private,Masters,Married-civ-spouse,Prof-specialty,Female,<=50K
179,"[55, 60[",State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,>50K
180,"[35, 40[",Private,Some-college,Divorced,Machine-op-inspct,Female,<=50K
181,"[20, 25[",Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,<=50K
182,"[40, 45[",Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Male,<=50K
183,"[45, 50[",Private,Some-college,Married-civ-spouse,Tech-support,Male,<=50K
184,*,*,*,*,*,*,<=50K
185,*,*,*,*,*,*,<=50K
186,"[35, 40[",Private,Some-college,Divorced,Craft-repair,Male,<=50K
187,"[40, 45[",Federal-gov,Masters,Never-married,Exec-managerial,Female,>50K
188,"[35, 40[",Private,Masters,Married-civ-spouse,Prof-specialty,Male,>50K
189,*,*,*,*,*,*,<=50K
190,"[25, 30[",Private,Masters,Never-married,Prof-specialty,Female,<=50K
191,"[50, 55[",Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,>50K
192,*,*,*,*,*,*,<=50K
193,"[35, 40[",State-gov,HS-grad,Divorced,Adm-clerical,Female,<=50K
194,"[15, 20[",Private,11th,Never-married,Sales,Female,<=50K
195,"[35, 40[",Private,Bachelors,Married-civ-spouse,Other-service,Male,>50K
196,"[35, 40[",Private,HS-grad,Divorced,Craft-repair,Male,<=50K
197,*,*,*,*,*,*,>50K
198,"[15, 20[",Private,11th,Never-married,Sales,Female,<=50K
199,"[40, 45[",Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,<=50K
200,"[35, 40[",Private,HS-grad,Married-civ-spouse,Craft-repair,Male,>50K
201,"[35, 40[",Private,Some-college,Never-married,Sales,Female,<=50K
202,"[60, 65[",Private,HS-grad,Married-civ-spouse,Craft-repair,Male,<=50K
203,*,*,*,*,*,*,>50K
204,"[35, 40[",Private,Bachelors,Never-married,Exec-managerial,Male,>50K
205,*,*,*,*,*,*,<=50K
206,"[35, 40[",Private,Bachelors,Married-civ-spouse,Sales,Male,<=50K
207,"[45, 50[",Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,<=50K
208,"[25, 30[",Private,10th,Never-married,Craft-repair,Male,<=50K
209,"[30, 35[",Private,Some-college,Married-civ-spouse,Handlers-cleaners,Male,<=50K
210,*,*,*,*,*,*,<=50K
211,"[50, 55[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,<=50K
212,*,*,*,*,*,*,<=50K
213,"[15, 20[",Private,HS-grad,Never-married,Sales,Female,<=50K
214,"[65, 70[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,<=50K
215,*,*,*,*,*,*,<=50K
216,"[65, 70[",Private,HS-grad,Divorced,Adm-clerical,Female,<=50K
217,"[35, 40[",Private,11th,Separated,Transport-moving,Male,<=50K
218,"[40, 45[",Private,HS-grad,Divorced,Sales,Female,<=50K
219,"[25, 30[",Private,Some-college,Never-married,Adm-clerical,Male,<=50K
220,"[30, 35[",Private,Some-college,Divorced,Craft-repair,Female,<=50K
221,"[25, 30[",Private,Prof-school,Never-married,Prof-specialty,Male,>50K
222,*,*,*,*,*,*,<=50K
223,"[40, 45[",State-gov,Some-college,Never-married,Adm-clerical,Female,<=50K
224,"[40, 45[",Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,>50K
225,"[35, 40[",Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,>50K
226,"[20, 25[",Private,HS-grad,Never-married,Transport-moving,Male,<=50K
227,"[40, 45[",Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,>50K
228,"[40, 45[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Female,<=50K
229,*,*,*,*,*,*,<=50K
230,"[35, 40[",Private,Some-college,Divorced,Craft-repair,Male,<=50K
231,"[55, 60[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,<=50K
232,"[55, 60[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,>50K
233,"[30, 35[",Private,HS-grad,Never-married,Other-service,Female,<=50K
234,"[40, 45[",Private,Assoc-acdm,Married-civ-spouse,Tech-support,Male,>50K
235,"[45, 50[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,<=50K
236,"[40, 45[",Private,Prof-school,Married-civ-spouse,Prof-specialty,Female,>50K
237,"[40, 45[",Private,Bachelors,Married-civ-spouse,Adm-clerical,Female,<=50K
238,*,*,*,*,*,*,<=50K
239,"[15, 20[",Local-gov,Some-college,Never-married,Adm-clerical,Male,<=50K
240,*,*,*,*,*,*,<=50K
241,"[40, 45[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,>50K
242,"[20, 25[",Private,HS-grad,Never-married,Other-service,Female,<=50K
243,"[30, 35[",Private,HS-grad,Separated,Other-service,Female,<=50K
244,*,*,*,*,*,*,<=50K
245,"[50, 55[",Private,7th-8th,Divorced,Craft-repair,Male,<=50K
246,"[35, 40[",Private,Bachelors,Divorced,Prof-specialty,Female,<=50K
247,"[45, 50[",Private,HS-grad,Married-civ-spouse,Sales,Male,<=50K
248,"[15, 20[",Private,11th,Never-married,Other-service,Male,<=50K
249,"[55, 60[",Private,Some-college,Married-civ-spouse,Sales,Male,<=50K
250,"[25, 30[",Private,11th,Married-civ-spouse,Craft-repair,Male,<=50K
251,"[35, 40[",Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,>50K
252,"[60, 65[",Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,>50K
253,"[30, 35[",Private,Bachelors,Never-married,Prof-specialty,Female,<=50K
254,"[30, 35[",Private,HS-grad,Married-civ-spouse,Craft-repair,Female,>50K
255,"[60, 65[",Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,>50K
256,"[15, 20[",Private,9th,Never-married,Other-service,Male,<=50K
257,*,*,*,*,*,*,<=50K
258,"[25, 30[",Local-gov,Masters,Never-married,Prof-specialty,Male,<=50K
259,"[30, 35[",Private,HS-grad,Divorced,Prof-specialty,Female,<=50K
260,"[40, 45[",Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,<=50K
261,"[40, 45[",Private,Some-college,Married-civ-spouse,Craft-repair,Male,>50K
262,"[35, 40[",Private,Some-college,Never-married,Exec-managerial,Female,<=50K
263,"[25, 30[",Private,Some-college,Never-married,Tech-support,Female,<=50K
264,"[20, 25[",Private,Some-college,Married-civ-spouse,Machine-op-inspct,Female,>50K
265,"[20, 25[",Private,Bachelors,Never-married,Prof-specialty,Female,<=50K
266,"[40, 45[",Local-gov,Some-college,Married-civ-spouse,Craft-repair,Male,>50K
267,"[30, 35[",Private,Assoc-acdm,Divorced,Sales,Female,<=50K
268,"[60, 65[",Private,Bachelors,Divorced,Prof-specialty,Female,<=50K
269,"[20, 25[",Private,HS-grad,Never-married,Handlers-cleaners,Male,<=50K
270,*,*,*,*,*,*,>50K
271,"[40, 45[",Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,>50K
272,"[50, 55[",Private,Some-college,Divorced,Other-service,Male,<=50K
273,"[25, 30[",Private,Bachelors,Never-married,Exec-managerial,Female,<=50K
274,"[50, 55[",Private,7th-8th,Married-civ-spouse,Craft-repair,Male,<=50K
275,"[35, 40[",Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,<=50K
276,"[30, 35[",Private,HS-grad,Divorced,Prof-specialty,Female,<=50K
277,"[25, 30[",Local-gov,Bachelors,Never-married,Protective-serv,Male,<=50K
278,"[20, 25[",Private,Some-college,Never-married,Sales,Male,<=50K
279,"[25, 30[",Private,Bachelors,Never-married,Tech-support,Female,<=50K
280,"[65, 70[",Private,HS-grad,Married-civ-spouse,Transport-moving,Male,<=50K
281,*,*,*,*,*,*,<=50K
282,"[20, 25[",Private,HS-grad,Never-married,Craft-repair,Male,<=50K
283,"[35, 40[",Private,HS-grad,Divorced,Sales,Male,<=50K
284,"[45, 50[",Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,>50K
285,"[20, 25[",Private,Some-college,Never-married,Other-service,Female,<=50K
286,"[30, 35[",Private,HS-grad,Married-civ-spouse,Transport-moving,Male,>50K
287,"[55, 60[",Private,HS-grad,Married-civ-spouse,Sales,Male,>50K
288,"[20, 25[",Private,Some-college,Married-civ-spouse,Adm-clerical,Female,<=50K
289,"[40, 45[",Private,HS-grad,Divorced,Adm-clerical,Female,<=50K
290,"[25, 30[",Private,Assoc-acdm,Never-married,Tech-support,Male,<=50K
291,"[45, 50[",Private,Assoc-acdm,Never-married,Prof-specialty,Female,<=50K
292,"[35, 40[",Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Male,>50K
293,"[40, 45[",Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,>50K
294,"[25, 30[",Private,Bachelors,Never-married,Sales,Male,<=50K
295,"[30, 35[",Private,Masters,Married-civ-spouse,Exec-managerial,Male,>50K
296,*,*,*,*,*,*,>50K
297,"[20, 25[",Private,Some-college,Never-married,Sales,Male,<=50K
298,"[20, 25[",Private,Some-college,Never-married,Machine-op-inspct,Male,<=50K
299,*,*,*,*,*,*,<=50K
300,*,*,*,*,*,*,<=50K
301,"[25, 30[",Private,Some-college,Never-married,Tech-support,Female,<=50K
302,"[60, 65[",Private,HS-grad,Widowed,Other-service,Female,<=50K
303,"[35, 40[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,<=50K
304,"[40, 45[",Private,Some-college,Married-civ-spouse,Craft-repair,Male,<=50K
305,"[35, 40[",Private,HS-grad,Divorced,Transport-moving,Male,<=50K
306,"[25, 30[",Private,11th,Never-married,Exec-managerial,Female,<=50K
307,*,*,*,*,*,*,<=50K
308,"[60, 65[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,<=50K
309,"[40, 45[",Private,Some-college,Married-civ-spouse,Prof-specialty,Female,>50K
310,*,*,*,*,*,*,<=50K
311,"[65, 70[",Private,HS-grad,Never-married,Transport-moving,Male,<=50K
312,"[40, 45[",Private,Some-college,Never-married,Craft-repair,Male,<=50K
313,"[25, 30[",Private,Bachelors,Never-married,Adm-clerical,Male,<=50K
314,*,*,*,*,*,*,<=50K
315,*,*,*,*,*,*,<=50K
316,"[50, 55[",Private,HS-grad,Married-civ-spouse,Transport-moving,Male,<=50K
317,"[15, 20[",Private,5th-6th,Never-married,Other-service,Male,<=50K
318,"[30, 35[",Private,HS-grad,Never-married,Craft-repair,Male,<=50K
319,"[45, 50[",Private,Masters,Never-married,Prof-specialty,Male,<=50K
320,"[15, 20[",Private,HS-grad,Never-married,Sales,Male,<=50K
321,"[45, 50[",Private,HS-grad,Married-civ-spouse,Other-service,Male,<=50K
322,"[25, 30[",Private,Assoc-acdm,Never-married,Sales,Male,<=50K
323,"[35, 40[",Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,>50K
324,"[35, 40[",State-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,>50K
325,"[30, 35[",Private,HS-grad,Never-married,Farming-fishing,Male,<=50K
326,*,*,*,*,*,*,<=50K
327,"[40, 45[",Self-emp-not-inc,Bachelors,Never-married,Sales,Male,<=50K
328,*,*,*,*,*,*,<=50K
329,"[30, 35[",Private,Bachelors,Never-married,Prof-specialty,Male,<=50K
330,"[30, 35[",Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,>50K
331,"[25, 30[",Private,HS-grad,Married-civ-spouse,Other-service,Male,<=50K
332,"[30, 35[",Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,>50K
333,"[45, 50[",Local-gov,11th,Married-civ-spouse,Transport-moving,Male,<=50K
334,"[35, 40[",Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,>50K
335,*,*,*,*,*,*,<=50K
336,"[40, 45[",Private,Assoc-voc,Married-civ-spouse,Tech-support,Male,>50K
337,"[40, 45[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,<=50K
338,"[25, 30[",Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Male,<=50K
339,*,*,*,*,*,*,<=50K
340,"[60, 65[",Private,Masters,Married-civ-spouse,Prof-specialty,Male,>50K
341,"[40, 45[",Private,Bachelors,Married-civ-spouse,Transport-moving,Male,<=50K
342,"[40, 45[",Private,Bachelors,Divorced,Exec-managerial,Male,>50K
343,"[20, 25[",Private,HS-grad,Married-spouse-absent,Sales,Male,<=50K
344,"[25, 30[",Private,HS-grad,Married-civ-spouse,Craft-repair,Male,<=50K
345,"[55, 60[",Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Male,<=50K
346,"[20, 25[",Private,Assoc-acdm,Never-married,Sales,Female,<=50K
347,"[55, 60[",Private,Bachelors,Divorced,Exec-managerial,Female,>50K
348,"[35, 40[",Private,HS-grad,Divorced,Sales,Female,<=50K
349,"[25, 30[",Federal-gov,Some-college,Never-married,Adm-clerical,Female,<=50K
350,"[15, 20[",Private,11th,Never-married,Other-service,Male,<=50K
351,*,*,*,*,*,*,>50K
352,"[45, 50[",Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,<=50K
353,"[40, 45[",Private,HS-grad,Never-married,Craft-repair,Male,<=50K
354,"[20, 25[",Local-gov,Some-college,Never-married,Adm-clerical,Female,<=50K
355,"[30, 35[",Private,HS-grad,Married-civ-spouse,Craft-repair,Female,<=50K
356,"[20, 25[",Private,Some-college,Never-married,Sales,Male,<=50K
357,*,*,*,*,*,*,<=50K
358,"[35, 40[",Private,HS-grad,Married-civ-spouse,Sales,Male,<=50K
359,"[50, 55[",Private,HS-grad,Divorced,Transport-moving,Male,<=50K
360,*,*,*,*,*,*,<=50K
361,"[25, 30[",Private,Some-college,Married-civ-spouse,Craft-repair,Male,<=50K
362,"[45, 50[",Private,Some-college,Divorced,Sales,Female,<=50K
363,*,*,*,*,*,*,<=50K
364,"[20, 25[",Private,HS-grad,Never-married,Other-service,Female,<=50K
