index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
57,"[20, 40[",Private,*,Professional Education,11,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
58,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,48,North America, <=50K
59,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,5013,0,40,North America, <=50K
60,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,2407,0,40,North America, <=50K
62,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
63,"[40, 60[",Private,*,Graduate,16,Married-civ-spouse,Technical, Husband,White,Male,0,0,45,North America, >50K
64,"[20, 40[",Private,*,Undergraduate,10,Divorced,Technical, Not-in-family,White,Male,0,0,58,North America, <=50K
65,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
66,"[20, 40[",Private,*,Undergraduate,10,Divorced,Other, Not-in-family,White,Female,0,0,40,North America, <=50K
67,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Other, Wife,White,Female,0,0,40,North America, >50K
68,"[40, 60[",Self-emp-inc,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,50,North America, >50K
69,"[20, 40[",?,*,Undergraduate,10,Never-married,Other, Own-child,White,Male,0,0,40,North America, <=50K
70,"[0, 20[",Private,*,Undergraduate,10,Never-married,Technical, Own-child,White,Male,0,0,32,North America, <=50K
72,"[20, 40[",Self-emp-not-inc,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,70,North America, >50K
73,"[20, 40[",Private,*,Undergraduate,10,Never-married,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
74,"[60, 80[",Private,*,Undergraduate,10,Married-civ-spouse,Technical, Other-relative,White,Male,0,0,20,North America, <=50K
75,"[20, 40[",Private,*,High School,9,Never-married,Other, Own-child,White,Male,0,0,40,North America, <=50K
76,"[40, 60[",Private,*,Professional Education,12,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
77,"[60, 80[",?,*,High School,6,Married-civ-spouse,Other, Husband,White,Male,0,0,2,North America, <=50K
78,"[0, 20[",Private,*,High School,7,Never-married,Other, Own-child,White,Female,0,0,22,North America, <=50K
79,"[20, 40[",Local-gov,*,High School,4,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
80,"[0, 20[",Private,*,High School,9,Never-married,Nontechnical, Not-in-family,White,Male,0,0,30,North America, <=50K
81,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
82,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Other, Wife,White,Female,0,0,40,North America, <=50K
83,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,48,North America, <=50K
84,"[40, 60[",Private,*,High School,9,Divorced,Technical, Not-in-family,White,Female,14344,0,40,North America, >50K
85,"[40, 60[",Private,*,High School,9,Divorced,Nontechnical, Own-child,White,Female,0,0,35,North America, <=50K
86,"[40, 60[",Local-gov,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, >50K
87,"[20, 40[",Private,*,Graduate,14,Married-civ-spouse,Technical, Husband,White,Male,0,0,50,North America, <=50K
88,"[20, 40[",Private,*,High School,5,Never-married,Nontechnical, Not-in-family,White,Male,0,0,40,North America, <=50K
89,"[40, 60[",Federal-gov,*,Graduate,16,Never-married,Technical, Not-in-family,White,Female,0,0,50,North America, >50K
90,"[40, 60[",Private,*,Professional Education,11,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
91,"[20, 40[",Private,*,Undergraduate,10,Divorced,Technical, Unmarried,White,Female,0,0,40,North America, <=50K
94,"[20, 40[",Local-gov,*,Undergraduate,13,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, >50K
95,"[20, 40[",Local-gov,*,Undergraduate,10,Never-married,Nontechnical, Not-in-family,White,Male,0,0,50,North America, <=50K
96,"[40, 60[",Self-emp-not-inc,*,Graduate,16,Married-civ-spouse,Technical, Husband,White,Male,0,1902,60,North America, >50K
97,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,48,North America, >50K
99,"[20, 40[",Federal-gov,*,High School,9,Never-married,Other, Own-child,Black,Male,0,0,40,North America, <=50K
100,"[60, 80[",Private,*,Graduate,14,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, >50K
101,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,15024,0,60,North America, >50K
102,"[40, 60[",Self-emp-not-inc,*,Graduate,14,Never-married,Technical, Not-in-family,White,Female,0,0,50,North America, <=50K
103,"[20, 40[",Private,*,Undergraduate,10,Never-married,Technical, Own-child,White,Female,0,0,40,North America, <=50K
104,"[20, 40[",Private,*,High School,9,Never-married,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
105,"[20, 40[",Self-emp-inc,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,7688,0,40,North America, >50K
106,"[0, 20[",?,*,High School,6,Never-married,Other, Own-child,White,Female,34095,0,32,North America, <=50K
107,"[20, 40[",Private,*,High School,7,Never-married,Nontechnical, Own-child,White,Male,0,0,40,North America, <=50K
108,"[20, 40[",Local-gov,*,High School,9,Never-married,Other, Not-in-family,White,Female,0,0,40,North America, <=50K
109,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, <=50K
110,"[20, 40[",Private,*,Undergraduate,13,Never-married,Nontechnical, Other-relative,White,Male,0,0,40,North America, <=50K
111,"[20, 40[",Private,*,Professional Education,15,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
112,"[40, 60[",Self-emp-not-inc,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,1887,50,North America, >50K
113,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Wife,White,Female,4064,0,25,North America, <=50K
114,"[20, 40[",Private,*,High School,9,Never-married,Technical, Own-child,White,Female,0,0,40,North America, <=50K
115,"[40, 60[",Private,*,High School,5,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,50,North America, <=50K
116,"[40, 60[",Self-emp-inc,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,50,North America, <=50K
117,"[40, 60[",Local-gov,*,Professional Education,11,Married-civ-spouse,Technical, Husband,Black,Male,0,0,40,North America, >50K
118,"[40, 60[",Private,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,56,North America, <=50K
119,"[20, 40[",Private,*,High School,9,Never-married,Technical, Not-in-family,White,Male,0,0,41,North America, <=50K
120,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Own-child,White,Female,0,0,40,North America, <=50K
121,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,60,North America, <=50K
123,"[20, 40[",State-gov,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,50,North America, >50K
125,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Wife,White,Female,0,0,40,North America, >50K
126,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Own-child,White,Female,0,1719,28,North America, <=50K
127,"[20, 40[",Private,*,Professional Education,12,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, >50K
128,"[20, 40[",?,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
129,"[20, 40[",Private,*,Undergraduate,10,Divorced,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
130,"[20, 40[",Private,*,Professional Education,12,Never-married,Nontechnical, Not-in-family,White,Female,0,0,60,North America, <=50K
131,"[20, 40[",Private,*,High School,9,Never-married,Other, Not-in-family,White,Female,0,1762,40,North America, <=50K
132,"[20, 40[",Self-emp-not-inc,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,4386,0,35,North America, <=50K
133,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,50,North America, <=50K
136,"[40, 60[",Self-emp-not-inc,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,60,North America, <=50K
137,"[20, 40[",Private,*,Professional Education,11,Married-civ-spouse,Other, Wife,White,Female,0,0,35,North America, <=50K
138,"[20, 40[",Private,*,Undergraduate,10,Never-married,Nontechnical, Own-child,White,Male,0,0,20,North America, <=50K
140,"[60, 80[",Self-emp-inc,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
141,"[20, 40[",Private,*,Undergraduate,10,Never-married,Nontechnical, Own-child,White,Female,0,0,40,North America, <=50K
142,"[0, 20[",Private,*,Undergraduate,10,Never-married,Other, Own-child,White,Male,0,0,30,North America, <=50K
143,"[40, 60[",Private,*,Professional Education,11,Never-married,Technical, Not-in-family,White,Female,0,1564,40,North America, >50K
145,"[20, 40[",Private,*,High School,9,Never-married,Other, Unmarried,Black,Female,0,0,30,North America, <=50K
146,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Other, Husband,White,Male,0,0,24,North America, <=50K
147,"[20, 40[",Private,*,High School,9,Widowed,Other, Unmarried,White,Female,0,0,24,North America, <=50K
148,"[60, 80[",Private,*,High School,7,Married-civ-spouse,Technical, Husband,White,Male,0,2179,40,North America, <=50K
149,"[40, 60[",?,*,Undergraduate,10,Divorced,Other, Not-in-family,White,Female,0,0,40,North America, <=50K
150,"[40, 60[",Local-gov,*,Undergraduate,10,Divorced,Other, Unmarried,White,Female,0,0,38,North America, <=50K
151,"[20, 40[",Private,*,High School,9,Never-married,Other, Not-in-family,White,Female,0,0,40,North America, <=50K
153,"[20, 40[",Private,*,High School,9,Never-married,Technical, Own-child,White,Male,0,0,35,North America, <=50K
154,"[40, 60[",?,*,High School,9,Divorced,Other, Not-in-family,White,Male,0,0,45,North America, >50K
155,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,46,North America, <=50K
156,"[20, 40[",Private,*,Undergraduate,13,Never-married,Nontechnical, Not-in-family,White,Male,0,0,40,North America, <=50K
158,"[20, 40[",Private,*,High School,9,Divorced,Technical, Not-in-family,White,Male,0,0,60,North America, <=50K
161,"[20, 40[",Private,*,High School,9,Never-married,Other, Unmarried,White,Female,0,0,40,North America, <=50K
164,"[40, 60[",Self-emp-not-inc,*,Graduate,14,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, >50K
165,"[20, 40[",Private,*,Undergraduate,10,Divorced,Other, Unmarried,White,Female,0,0,40,North America, <=50K
166,"[20, 40[",Federal-gov,*,Professional Education,12,Never-married,Nontechnical, Not-in-family,White,Male,0,0,42,North America, <=50K
168,"[0, 20[",Private,*,High School,7,Never-married,Nontechnical, Own-child,White,Male,0,0,16,North America, <=50K
170,"[20, 40[",Private,*,High School,9,Never-married,Other, Not-in-family,White,Male,0,1980,40,North America, <=50K
171,"[20, 40[",State-gov,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
172,"[40, 60[",Private,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Husband,White,Male,0,1977,40,North America, >50K
173,"[20, 40[",Private,*,Undergraduate,13,Never-married,Technical, Not-in-family,White,Male,0,0,50,North America, <=50K
174,"[20, 40[",State-gov,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
176,"[20, 40[",Private,*,High School,9,Never-married,Technical, Own-child,Black,Male,0,0,40,North America, <=50K
177,"[20, 40[",Private,*,High School,9,Never-married,Nontechnical, Not-in-family,Black,Male,0,0,40,North America, <=50K
178,"[0, 20[",Private,*,High School,9,Never-married,Other, Own-child,White,Male,0,0,12,North America, <=50K
179,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,65,North America, <=50K
180,"[40, 60[",Local-gov,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Husband,Black,Male,0,0,38,North America, >50K
181,"[40, 60[",Private,*,Undergraduate,10,Divorced,Other, Not-in-family,White,Female,0,0,40,North America, <=50K
182,"[20, 40[",Private,*,Undergraduate,10,Never-married,Technical, Not-in-family,Black,Male,0,0,45,North America, <=50K
183,"[40, 60[",Private,*,High School,4,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
184,"[20, 40[",Federal-gov,*,Undergraduate,10,Married-civ-spouse,Other, Husband,White,Male,0,0,42,North America, >50K
185,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Other, Husband,Black,Male,0,0,40,North America, <=50K
186,"[40, 60[",Self-emp-not-inc,*,Undergraduate,13,Divorced,Nontechnical, Not-in-family,White,Female,0,0,40,North America, <=50K
187,"[40, 60[",?,*,Undergraduate,13,Divorced,Other, Not-in-family,White,Female,0,0,50,North America, <=50K
188,"[20, 40[",Private,*,Graduate,14,Married-civ-spouse,Technical, Wife,White,Female,0,0,50,North America, <=50K
189,"[40, 60[",State-gov,*,Graduate,16,Married-civ-spouse,Technical, Husband,White,Male,0,0,1,North America, >50K
191,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
192,"[40, 60[",Local-gov,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,Black,Male,0,0,40,North America, <=50K
193,"[40, 60[",Private,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,White,Male,0,0,45,North America, <=50K
194,"[40, 60[",Federal-gov,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,24,North America, <=50K
195,"[20, 40[",Private,*,Primary School,3,Married-civ-spouse,Other, Other-relative,White,Male,0,0,40,North America, <=50K
196,"[20, 40[",Private,*,Undergraduate,10,Divorced,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
197,"[40, 60[",Federal-gov,*,Graduate,14,Never-married,Nontechnical, Not-in-family,White,Female,14084,0,55,North America, >50K
198,"[20, 40[",Private,*,Graduate,14,Married-civ-spouse,Technical, Other-relative,White,Male,7298,0,40,North America, >50K
199,"[20, 40[",Self-emp-not-inc,*,High School,9,Never-married,Nontechnical, Not-in-family,White,Male,0,0,40,North America, <=50K
200,"[20, 40[",Private,*,Graduate,14,Never-married,Technical, Not-in-family,White,Female,0,1876,40,North America, <=50K
202,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,50,North America, >50K
203,"[40, 60[",Local-gov,*,Undergraduate,10,Never-married,Technical, Not-in-family,White,Female,0,1340,40,North America, <=50K
204,"[20, 40[",State-gov,*,High School,9,Divorced,Other, Unmarried,White,Female,0,0,35,North America, <=50K
205,"[0, 20[",Private,*,High School,7,Never-married,Nontechnical, Own-child,White,Female,0,0,40,North America, <=50K
206,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Other, Husband,Black,Male,7298,0,36,North America, >50K
207,"[20, 40[",Private,*,High School,9,Divorced,Technical, Not-in-family,White,Male,0,0,60,North America, <=50K
208,"[40, 60[",Self-emp-inc,*,High School,9,Married-civ-spouse,Nontechnical, Wife,White,Female,15024,0,35,North America, >50K
209,"[0, 20[",Private,*,High School,7,Never-married,Nontechnical, Own-child,White,Female,0,0,12,North America, <=50K
210,"[40, 60[",Local-gov,*,High School,9,Married-civ-spouse,Other, Husband,Black,Male,0,0,40,North America, <=50K
211,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
214,"[40, 60[",Self-emp-inc,*,High School,4,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
215,"[20, 40[",Private,*,Undergraduate,13,Never-married,Nontechnical, Not-in-family,Black,Male,0,0,60,North America, >50K
216,"[40, 60[",Private,*,Professional Education,12,Divorced,Nontechnical, Not-in-family,White,Female,0,0,40,North America, <=50K
218,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,55,North America, <=50K
219,"[20, 40[",Private,*,High School,6,Never-married,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
220,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, <=50K
223,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Other, Husband,Black,Male,0,0,20,North America, <=50K
225,"[0, 20[",Private,*,High School,9,Never-married,Nontechnical, Own-child,White,Female,0,0,40,North America, <=50K
227,"[60, 80[",Self-emp-not-inc,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,1409,0,50,North America, <=50K
229,"[60, 80[",Private,*,High School,9,Divorced,Other, Not-in-family,White,Female,0,0,40,North America, <=50K
232,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Not-in-family,White,Male,0,0,42,North America, <=50K
234,"[20, 40[",Private,*,Professional Education,15,Never-married,Technical, Not-in-family,White,Male,0,0,55,North America, >50K
235,"[40, 60[",State-gov,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
236,"[40, 60[",State-gov,*,Undergraduate,10,Never-married,Other, Not-in-family,White,Female,0,0,38,North America, <=50K
238,"[20, 40[",Local-gov,*,Graduate,14,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,70,North America, >50K
239,"[20, 40[",Private,*,High School,9,Never-married,Other, Own-child,White,Male,0,0,40,North America, <=50K
240,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
241,"[40, 60[",Self-emp-not-inc,*,High School,9,Married-civ-spouse,Other, Wife,White,Female,0,0,20,North America, <=50K
242,"[20, 40[",State-gov,*,Professional Education,12,Married-civ-spouse,Other, Husband,White,Male,0,0,50,North America, <=50K
243,"[20, 40[",?,*,Undergraduate,10,Never-married,Other, Own-child,White,Male,0,0,20,North America, <=50K
244,"[20, 40[",Private,*,Undergraduate,10,Divorced,Technical, Not-in-family,White,Male,0,1741,40,North America, <=50K
246,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,45,North America, >50K
247,"[20, 40[",Private,*,High School,9,Never-married,Other, Not-in-family,White,Female,0,0,34,North America, <=50K
248,"[40, 60[",Private,*,Professional Education,12,Married-civ-spouse,Technical, Husband,White,Male,0,1977,60,North America, >50K
250,"[40, 60[",Private,*,Professional Education,15,Married-civ-spouse,Technical, Wife,White,Female,0,0,40,North America, >50K
252,"[40, 60[",Local-gov,*,High School,6,Widowed,Other, Unmarried,Black,Female,0,0,30,North America, <=50K
253,"[0, 20[",Local-gov,*,Undergraduate,10,Never-married,Other, Own-child,White,Male,0,0,40,North America, <=50K
254,"[40, 60[",Private,*,Undergraduate,10,Never-married,Other, Not-in-family,White,Male,0,0,20,North America, <=50K
255,"[40, 60[",Self-emp-not-inc,*,High School,9,Married-civ-spouse,Other, Husband,Asian-Pac-Islander,Male,0,0,40,Asia, >50K
256,"[20, 40[",Private,*,High School,9,Never-married,Other, Own-child,White,Female,0,0,40,North America, <=50K
257,"[20, 40[",Private,*,High School,9,Separated,Other, Not-in-family,White,Female,0,0,30,North America, <=50K
259,"[40, 60[",Private,*,High School,4,Divorced,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
260,"[20, 40[",Private,*,Undergraduate,13,Divorced,Technical, Own-child,White,Female,0,0,40,North America, <=50K
261,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,60,North America, <=50K
262,"[0, 20[",Private,*,High School,7,Never-married,Other, Own-child,White,Male,0,0,12,North America, <=50K
263,"[40, 60[",Private,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Husband,White,Male,4064,0,40,North America, <=50K
264,"[20, 40[",Private,*,High School,7,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
266,"[0, 20[",?,*,Undergraduate,10,Never-married,Other, Own-child,White,Male,0,0,24,North America, <=50K
267,"[60, 80[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, >50K
268,"[20, 40[",Private,*,Undergraduate,13,Never-married,Technical, Not-in-family,White,Female,0,0,45,North America, <=50K
269,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Technical, Wife,White,Female,0,0,40,North America, >50K
270,"[60, 80[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, >50K
271,"[0, 20[",Private,*,High School,5,Never-married,Other, Own-child,White,Male,1055,0,24,North America, <=50K
272,"[40, 60[",Self-emp-not-inc,*,Graduate,14,Married-civ-spouse,Other, Husband,White,Male,2407,0,98,North America, <=50K
273,"[20, 40[",Local-gov,*,Graduate,14,Never-married,Technical, Own-child,White,Male,0,0,35,North America, <=50K
274,"[20, 40[",Private,*,High School,9,Divorced,Technical, Own-child,White,Female,0,0,40,North America, <=50K
275,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,Black,Male,0,0,40,North America, <=50K
276,"[40, 60[",Private,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,White,Male,7298,0,40,North America, >50K
277,"[20, 40[",Private,*,Undergraduate,10,Never-married,Nontechnical, Not-in-family,White,Female,0,0,40,North America, <=50K
278,"[20, 40[",Private,*,Undergraduate,10,Never-married,Technical, Own-child,White,Female,0,0,40,North America, <=50K
279,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Technical, Wife,White,Female,7298,0,48,North America, >50K
281,"[40, 60[",Local-gov,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,White,Male,5178,0,40,North America, >50K
284,"[20, 40[",Private,*,High School,9,Never-married,Nontechnical, Own-child,White,Male,0,0,40,North America, <=50K
