index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
59,"[0, 40[",Private,*,Secondary education,9,Spouse present,Technical, Husband,*,Male,5013,0,40,*, <=50K
60,"[0, 40[",Private,*,Higher education,13,Spouse present,Nontechnical, Husband,*,Male,2407,0,40,*, <=50K
61,"[0, 40[",?,*,Secondary education,4,Spouse not present,Other, Not-in-family,*,Male,0,0,40,*, <=50K
62,"[40, 80[",Private,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,0,40,*, <=50K
63,"[40, 80[",Private,*,Higher education,16,Spouse present,Technical, Husband,*,Male,0,0,45,*, >50K
64,"[0, 40[",Private,*,Higher education,10,Spouse not present,Technical, Not-in-family,*,Male,0,0,58,*, <=50K
65,"[0, 40[",Private,*,Secondary education,9,Spouse present,Technical, Husband,*,Male,0,0,40,*, <=50K
66,"[0, 40[",Private,*,Higher education,10,Spouse not present,Other, Not-in-family,*,Female,0,0,40,*, <=50K
68,"[40, 80[",Self-emp-inc,*,Higher education,10,Spouse present,Nontechnical, Husband,*,Male,0,0,50,*, >50K
69,"[0, 40[",?,*,Higher education,10,Spouse not present,Other, Own-child,*,Male,0,0,40,*, <=50K
70,"[0, 40[",Private,*,Higher education,10,Spouse not present,Technical, Own-child,*,Male,0,0,32,*, <=50K
71,"[0, 40[",Private,*,Higher education,13,Spouse not present,Nontechnical, Own-child,*,Female,0,0,40,*, <=50K
72,"[0, 40[",Self-emp-not-inc,*,Higher education,13,Spouse present,Nontechnical, Husband,*,Male,0,0,70,*, >50K
73,"[0, 40[",Private,*,Higher education,10,Spouse not present,Technical, Not-in-family,*,Male,0,0,40,*, <=50K
74,"[40, 80[",Private,*,Higher education,10,Spouse present,Technical, Other-relative,*,Male,0,0,20,*, <=50K
75,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Other, Own-child,*,Male,0,0,40,*, <=50K
76,"[40, 80[",Private,*,Higher education,12,Spouse present,Other, Husband,*,Male,0,0,40,*, <=50K
77,"[40, 80[",?,*,Secondary education,6,Spouse present,Other, Husband,*,Male,0,0,2,*, <=50K
78,"[0, 40[",Private,*,Secondary education,7,Spouse not present,Other, Own-child,*,Female,0,0,22,*, <=50K
79,"[0, 40[",Local-gov,*,Secondary education,4,Spouse present,Other, Husband,*,Male,0,0,40,*, <=50K
80,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Nontechnical, Not-in-family,*,Male,0,0,30,*, <=50K
81,"[40, 80[",Private,*,Higher education,13,Spouse present,Other, Husband,*,Male,0,0,40,*, <=50K
83,"[40, 80[",Private,*,Secondary education,9,Spouse present,Nontechnical, Husband,*,Male,0,0,48,*, <=50K
84,"[40, 80[",Private,*,Secondary education,9,Spouse not present,Technical, Not-in-family,*,Female,14344,0,40,*, >50K
85,"[40, 80[",Private,*,Secondary education,9,Spouse not present,Nontechnical, Own-child,*,Female,0,0,35,*, <=50K
86,"[40, 80[",Local-gov,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,0,40,*, >50K
87,"[0, 40[",Private,*,Higher education,14,Spouse present,Technical, Husband,*,Male,0,0,50,*, <=50K
88,"[0, 40[",Private,*,Secondary education,5,Spouse not present,Nontechnical, Not-in-family,*,Male,0,0,40,*, <=50K
89,"[40, 80[",Federal-gov,*,Higher education,16,Spouse not present,Technical, Not-in-family,*,Female,0,0,50,*, >50K
90,"[40, 80[",Private,*,Higher education,11,Spouse present,Technical, Husband,*,Male,0,0,40,*, <=50K
91,"[0, 40[",Private,*,Higher education,10,Spouse not present,Technical, Unmarried,*,Female,0,0,40,*, <=50K
92,"[0, 40[",Private,*,Higher education,10,Spouse not present,Technical, Unmarried,*,Female,0,0,25,*, <=50K
94,"[0, 40[",Local-gov,*,Higher education,13,Spouse present,Other, Husband,*,Male,0,0,40,*, >50K
95,"[0, 40[",Local-gov,*,Higher education,10,Spouse not present,Nontechnical, Not-in-family,*,Male,0,0,50,*, <=50K
96,"[40, 80[",Self-emp-not-inc,*,Higher education,16,Spouse present,Technical, Husband,*,Male,0,1902,60,*, >50K
97,"[0, 40[",Private,*,Higher education,10,Spouse present,Nontechnical, Husband,*,Male,0,0,48,*, >50K
98,"[40, 80[",Private,*,Higher education,12,Spouse not present,Nontechnical, Unmarried,*,Female,0,0,40,*, <=50K
99,"[0, 40[",Federal-gov,*,Secondary education,9,Spouse not present,Other, Own-child,*,Male,0,0,40,*, <=50K
100,"[40, 80[",Private,*,Higher education,14,Spouse present,Nontechnical, Husband,*,Male,0,0,40,*, >50K
101,"[40, 80[",Private,*,Higher education,13,Spouse present,Nontechnical, Husband,*,Male,15024,0,60,*, >50K
102,"[40, 80[",Self-emp-not-inc,*,Higher education,14,Spouse not present,Technical, Not-in-family,*,Female,0,0,50,*, <=50K
103,"[0, 40[",Private,*,Higher education,10,Spouse not present,Technical, Own-child,*,Female,0,0,40,*, <=50K
104,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Technical, Not-in-family,*,Male,0,0,40,*, <=50K
105,"[0, 40[",Self-emp-inc,*,Secondary education,9,Spouse present,Technical, Husband,*,Male,7688,0,40,*, >50K
106,"[0, 40[",?,*,Secondary education,6,Spouse not present,Other, Own-child,*,Female,34095,0,32,*, <=50K
107,"[0, 40[",Private,*,Secondary education,7,Spouse not present,Nontechnical, Own-child,*,Male,0,0,40,*, <=50K
108,"[0, 40[",Local-gov,*,Secondary education,9,Spouse not present,Other, Not-in-family,*,Female,0,0,40,*, <=50K
109,"[40, 80[",Private,*,Secondary education,9,Spouse present,Nontechnical, Husband,*,Male,0,0,40,*, <=50K
110,"[0, 40[",Private,*,Higher education,13,Spouse not present,Nontechnical, Other-relative,*,Male,0,0,40,*, <=50K
111,"[0, 40[",Private,*,Higher education,15,Spouse present,Technical, Husband,*,Male,0,0,40,*, >50K
112,"[40, 80[",Self-emp-not-inc,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,1887,50,*, >50K
114,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Technical, Own-child,*,Female,0,0,40,*, <=50K
115,"[40, 80[",Private,*,Secondary education,5,Spouse present,Nontechnical, Husband,*,Male,0,0,50,*, <=50K
116,"[40, 80[",Self-emp-inc,*,Higher education,10,Spouse present,Nontechnical, Husband,*,Male,0,0,50,*, <=50K
117,"[40, 80[",Local-gov,*,Higher education,11,Spouse present,Technical, Husband,*,Male,0,0,40,*, >50K
118,"[40, 80[",Private,*,Higher education,10,Spouse present,Nontechnical, Husband,*,Male,0,0,56,*, <=50K
119,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Technical, Not-in-family,*,Male,0,0,41,*, <=50K
120,"[0, 40[",Private,*,Higher education,10,Spouse not present,Other, Own-child,*,Female,0,0,40,*, <=50K
121,"[40, 80[",Private,*,Higher education,13,Spouse present,Nontechnical, Husband,*,Male,0,0,60,*, <=50K
122,"[0, 40[",Private,*,Higher education,13,Spouse not present,Nontechnical, Own-child,*,Male,0,0,40,*, <=50K
123,"[0, 40[",State-gov,*,Higher education,13,Spouse present,Technical, Husband,*,Male,0,0,50,*, >50K
124,"[0, 40[",Private,*,Higher education,10,Spouse not present,Other, Own-child,*,Male,0,0,35,*, <=50K
126,"[0, 40[",Private,*,Higher education,10,Spouse not present,Other, Own-child,*,Female,0,1719,28,*, <=50K
127,"[0, 40[",Private,*,Higher education,12,Spouse present,Other, Husband,*,Male,0,0,40,*, >50K
128,"[0, 40[",?,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,0,40,*, <=50K
129,"[0, 40[",Private,*,Higher education,10,Spouse not present,Technical, Not-in-family,*,Male,0,0,40,*, <=50K
130,"[0, 40[",Private,*,Higher education,12,Spouse not present,Nontechnical, Not-in-family,*,Female,0,0,60,*, <=50K
131,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Other, Not-in-family,*,Female,0,1762,40,*, <=50K
132,"[0, 40[",Self-emp-not-inc,*,Secondary education,9,Spouse present,Technical, Husband,*,Male,4386,0,35,*, <=50K
133,"[0, 40[",Private,*,Higher education,13,Spouse present,Nontechnical, Husband,*,Male,0,0,50,*, <=50K
134,"[40, 80[",Private,*,Higher education,12,Spouse not present,Technical, Not-in-family,*,Female,0,0,36,*, <=50K
135,"[0, 40[",Federal-gov,*,Higher education,14,Spouse present,Technical, Husband,*,Male,0,0,40,*, >50K
136,"[40, 80[",Self-emp-not-inc,*,Secondary education,9,Spouse present,Technical, Husband,*,Male,0,0,60,*, <=50K
138,"[0, 40[",Private,*,Higher education,10,Spouse not present,Nontechnical, Own-child,*,Male,0,0,20,*, <=50K
139,"[40, 80[",Private,*,Higher education,10,Spouse present,Technical, Husband,*,Male,0,0,40,*, >50K
140,"[40, 80[",Self-emp-inc,*,Secondary education,9,Spouse present,Technical, Husband,*,Male,0,0,40,*, <=50K
141,"[0, 40[",Private,*,Higher education,10,Spouse not present,Nontechnical, Own-child,*,Female,0,0,40,*, <=50K
142,"[0, 40[",Private,*,Higher education,10,Spouse not present,Other, Own-child,*,Male,0,0,30,*, <=50K
143,"[40, 80[",Private,*,Higher education,11,Spouse not present,Technical, Not-in-family,*,Female,0,1564,40,*, >50K
144,"[40, 80[",Private,*,Higher education,10,Spouse not present,Technical, Other-relative,*,Male,0,0,40,*, <=50K
145,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Other, Unmarried,*,Female,0,0,30,*, <=50K
146,"[0, 40[",Private,*,Higher education,10,Spouse present,Other, Husband,*,Male,0,0,24,*, <=50K
147,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Other, Unmarried,*,Female,0,0,24,*, <=50K
148,"[40, 80[",Private,*,Secondary education,7,Spouse present,Technical, Husband,*,Male,0,2179,40,*, <=50K
149,"[40, 80[",?,*,Higher education,10,Spouse not present,Other, Not-in-family,*,Female,0,0,40,*, <=50K
150,"[40, 80[",Local-gov,*,Higher education,10,Spouse not present,Other, Unmarried,*,Female,0,0,38,*, <=50K
151,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Other, Not-in-family,*,Female,0,0,40,*, <=50K
152,"[0, 40[",Private,*,Higher education,13,Spouse not present,Nontechnical, Other-relative,*,Female,0,0,40,*, <=50K
153,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Technical, Own-child,*,Male,0,0,35,*, <=50K
154,"[40, 80[",?,*,Secondary education,9,Spouse not present,Other, Not-in-family,*,Male,0,0,45,*, >50K
155,"[40, 80[",Private,*,Secondary education,9,Spouse present,Technical, Husband,*,Male,0,0,46,*, <=50K
156,"[0, 40[",Private,*,Higher education,13,Spouse not present,Nontechnical, Not-in-family,*,Male,0,0,40,*, <=50K
157,"[40, 80[",Self-emp-not-inc,*,Higher education,10,Spouse not present,Nontechnical, Unmarried,*,Male,0,1816,2,*, <=50K
158,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Technical, Not-in-family,*,Male,0,0,60,*, <=50K
159,"[40, 80[",Private,*,Higher education,13,Spouse not present,Other, Other-relative,*,Male,0,0,50,*, <=50K
161,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Other, Unmarried,*,Female,0,0,40,*, <=50K
162,"[40, 80[",Self-emp-inc,*,Higher education,14,Spouse not present,Nontechnical, Unmarried,*,Female,0,0,40,*, <=50K
163,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Nontechnical, Not-in-family,*,Female,0,0,40,*, <=50K
164,"[40, 80[",Self-emp-not-inc,*,Higher education,14,Spouse present,Nontechnical, Husband,*,Male,0,0,40,*, >50K
165,"[0, 40[",Private,*,Higher education,10,Spouse not present,Other, Unmarried,*,Female,0,0,40,*, <=50K
166,"[0, 40[",Federal-gov,*,Higher education,12,Spouse not present,Nontechnical, Not-in-family,*,Male,0,0,42,*, <=50K
167,"[40, 80[",State-gov,*,Higher education,14,Spouse not present,Other, Unmarried,*,Male,0,0,40,*, <=50K
168,"[0, 40[",Private,*,Secondary education,7,Spouse not present,Nontechnical, Own-child,*,Male,0,0,16,*, <=50K
169,"[40, 80[",Local-gov,*,Higher education,11,Spouse not present,Technical, Not-in-family,*,Female,0,0,20,*, <=50K
170,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Other, Not-in-family,*,Male,0,1980,40,*, <=50K
171,"[0, 40[",State-gov,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,0,40,*, <=50K
172,"[40, 80[",Private,*,Higher education,10,Spouse present,Nontechnical, Husband,*,Male,0,1977,40,*, >50K
173,"[0, 40[",Private,*,Higher education,13,Spouse not present,Technical, Not-in-family,*,Male,0,0,50,*, <=50K
174,"[0, 40[",State-gov,*,Higher education,13,Spouse present,Technical, Husband,*,Male,0,0,40,*, >50K
175,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Nontechnical, Unmarried,*,Female,0,0,25,*, <=50K
176,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Technical, Own-child,*,Male,0,0,40,*, <=50K
177,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Nontechnical, Not-in-family,*,Male,0,0,40,*, <=50K
178,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Other, Own-child,*,Male,0,0,12,*, <=50K
179,"[0, 40[",Private,*,Higher education,13,Spouse present,Technical, Husband,*,Male,0,0,65,*, <=50K
180,"[40, 80[",Local-gov,*,Higher education,10,Spouse present,Nontechnical, Husband,*,Male,0,0,38,*, >50K
181,"[40, 80[",Private,*,Higher education,10,Spouse not present,Other, Not-in-family,*,Female,0,0,40,*, <=50K
182,"[0, 40[",Private,*,Higher education,10,Spouse not present,Technical, Not-in-family,*,Male,0,0,45,*, <=50K
183,"[40, 80[",Private,*,Secondary education,4,Spouse present,Technical, Husband,*,Male,0,0,40,*, >50K
184,"[0, 40[",Federal-gov,*,Higher education,10,Spouse present,Other, Husband,*,Male,0,0,42,*, >50K
185,"[0, 40[",Private,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,0,40,*, <=50K
186,"[40, 80[",Self-emp-not-inc,*,Higher education,13,Spouse not present,Nontechnical, Not-in-family,*,Female,0,0,40,*, <=50K
187,"[40, 80[",?,*,Higher education,13,Spouse not present,Other, Not-in-family,*,Female,0,0,50,*, <=50K
189,"[40, 80[",State-gov,*,Higher education,16,Spouse present,Technical, Husband,*,Male,0,0,1,*, >50K
190,"[0, 40[",Private,*,Higher education,10,Spouse not present,Technical, Not-in-family,*,Female,0,0,28,*, <=50K
191,"[0, 40[",Private,*,Higher education,10,Spouse present,Technical, Husband,*,Male,0,0,40,*, <=50K
192,"[40, 80[",Local-gov,*,Higher education,13,Spouse present,Technical, Husband,*,Male,0,0,40,*, <=50K
193,"[40, 80[",Private,*,Higher education,10,Spouse present,Technical, Husband,*,Male,0,0,45,*, <=50K
194,"[40, 80[",Federal-gov,*,Higher education,13,Spouse present,Technical, Husband,*,Male,0,0,24,*, <=50K
196,"[0, 40[",Private,*,Higher education,10,Spouse not present,Technical, Not-in-family,*,Male,0,0,40,*, <=50K
197,"[40, 80[",Federal-gov,*,Higher education,14,Spouse not present,Nontechnical, Not-in-family,*,Female,14084,0,55,*, >50K
198,"[0, 40[",Private,*,Higher education,14,Spouse present,Technical, Other-relative,*,Male,7298,0,40,*, >50K
199,"[0, 40[",Self-emp-not-inc,*,Secondary education,9,Spouse not present,Nontechnical, Not-in-family,*,Male,0,0,40,*, <=50K
200,"[0, 40[",Private,*,Higher education,14,Spouse not present,Technical, Not-in-family,*,Female,0,1876,40,*, <=50K
201,"[0, 40[",?,*,Secondary education,9,Spouse not present,Other, Own-child,*,Male,0,0,40,*, <=50K
202,"[40, 80[",Private,*,Higher education,13,Spouse present,Nontechnical, Husband,*,Male,0,0,50,*, >50K
203,"[40, 80[",Local-gov,*,Higher education,10,Spouse not present,Technical, Not-in-family,*,Female,0,1340,40,*, <=50K
204,"[0, 40[",State-gov,*,Secondary education,9,Spouse not present,Other, Unmarried,*,Female,0,0,35,*, <=50K
205,"[0, 40[",Private,*,Secondary education,7,Spouse not present,Nontechnical, Own-child,*,Female,0,0,40,*, <=50K
206,"[0, 40[",Private,*,Higher education,13,Spouse present,Other, Husband,*,Male,7298,0,36,*, >50K
207,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Technical, Not-in-family,*,Male,0,0,60,*, <=50K
209,"[0, 40[",Private,*,Secondary education,7,Spouse not present,Nontechnical, Own-child,*,Female,0,0,12,*, <=50K
210,"[40, 80[",Local-gov,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,0,40,*, <=50K
211,"[0, 40[",Private,*,Secondary education,9,Spouse present,Technical, Husband,*,Male,0,0,40,*, >50K
212,"[0, 40[",Private,*,Higher education,10,Spouse not present,Nontechnical, Not-in-family,*,Female,0,0,40,*, <=50K
213,"[40, 80[",Private,*,Secondary education,9,Spouse present,Technical, Husband,*,Male,0,0,40,*, <=50K
214,"[40, 80[",Self-emp-inc,*,Secondary education,4,Spouse present,Technical, Husband,*,Male,0,0,40,*, >50K
215,"[0, 40[",Private,*,Higher education,13,Spouse not present,Nontechnical, Not-in-family,*,Male,0,0,60,*, >50K
216,"[40, 80[",Private,*,Higher education,12,Spouse not present,Nontechnical, Not-in-family,*,Female,0,0,40,*, <=50K
217,"[0, 40[",Private,*,Higher education,13,Spouse present,Nontechnical, Husband,*,Male,0,0,50,*, <=50K
218,"[40, 80[",Private,*,Higher education,13,Spouse present,Technical, Husband,*,Male,0,0,55,*, <=50K
219,"[0, 40[",Private,*,Secondary education,6,Spouse not present,Technical, Not-in-family,*,Male,0,0,40,*, <=50K
220,"[0, 40[",Private,*,Higher education,10,Spouse present,Nontechnical, Husband,*,Male,0,0,40,*, <=50K
223,"[40, 80[",Private,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,0,20,*, <=50K
225,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Nontechnical, Own-child,*,Female,0,0,40,*, <=50K
226,"[40, 80[",?,*,Secondary education,6,Spouse not present,Other, Not-in-family,*,Female,0,0,10,*, <=50K
227,"[40, 80[",Self-emp-not-inc,*,Secondary education,9,Spouse present,Other, Husband,*,Male,1409,0,50,*, <=50K
228,"[40, 80[",Private,*,Higher education,11,Spouse not present,Other, Not-in-family,*,Female,0,0,20,*, <=50K
229,"[40, 80[",Private,*,Secondary education,9,Spouse not present,Other, Not-in-family,*,Female,0,0,40,*, <=50K
230,"[0, 40[",Private,*,Secondary education,7,Spouse not present,Other, Not-in-family,*,Male,3674,0,40,*, <=50K
231,"[40, 80[",Private,*,Secondary education,9,Spouse not present,Nontechnical, Unmarried,*,Female,0,0,38,*, <=50K
232,"[0, 40[",Private,*,Higher education,10,Spouse not present,Other, Not-in-family,*,Male,0,0,42,*, <=50K
233,"[0, 40[",Private,*,Higher education,10,Spouse not present,Technical, Other-relative,*,Female,0,0,40,*, <=50K
234,"[0, 40[",Private,*,Higher education,15,Spouse not present,Technical, Not-in-family,*,Male,0,0,55,*, >50K
235,"[40, 80[",State-gov,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,0,40,*, <=50K
236,"[40, 80[",State-gov,*,Higher education,10,Spouse not present,Other, Not-in-family,*,Female,0,0,38,*, <=50K
237,"[40, 80[",Private,*,Higher education,13,Spouse present,Nontechnical, Husband,*,Male,0,0,50,*, >50K
238,"[0, 40[",Local-gov,*,Higher education,14,Spouse present,Nontechnical, Husband,*,Male,0,0,70,*, >50K
239,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Other, Own-child,*,Male,0,0,40,*, <=50K
240,"[40, 80[",Private,*,Higher education,13,Spouse present,Technical, Husband,*,Male,0,0,40,*, >50K
242,"[0, 40[",State-gov,*,Higher education,12,Spouse present,Other, Husband,*,Male,0,0,50,*, <=50K
243,"[0, 40[",?,*,Higher education,10,Spouse not present,Other, Own-child,*,Male,0,0,20,*, <=50K
244,"[0, 40[",Private,*,Higher education,10,Spouse not present,Technical, Not-in-family,*,Male,0,1741,40,*, <=50K
245,"[40, 80[",Private,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,0,35,*, <=50K
246,"[40, 80[",Private,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,0,45,*, >50K
247,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Other, Not-in-family,*,Female,0,0,34,*, <=50K
248,"[40, 80[",Private,*,Higher education,12,Spouse present,Technical, Husband,*,Male,0,1977,60,*, >50K
249,"[40, 80[",Private,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,0,40,*, <=50K
252,"[40, 80[",Local-gov,*,Secondary education,6,Spouse not present,Other, Unmarried,*,Female,0,0,30,*, <=50K
253,"[0, 40[",Local-gov,*,Higher education,10,Spouse not present,Other, Own-child,*,Male,0,0,40,*, <=50K
254,"[40, 80[",Private,*,Higher education,10,Spouse not present,Other, Not-in-family,*,Male,0,0,20,*, <=50K
255,"[40, 80[",Self-emp-not-inc,*,Secondary education,9,Spouse present,Other, Husband,*,Male,0,0,40,*, >50K
256,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Other, Own-child,*,Female,0,0,40,*, <=50K
257,"[0, 40[",Private,*,Secondary education,9,Spouse not present,Other, Not-in-family,*,Female,0,0,30,*, <=50K
258,"[40, 80[",Private,*,Higher education,11,Spouse not present,Nontechnical, Not-in-family,*,Female,0,0,45,*, <=50K
259,"[40, 80[",Private,*,Secondary education,4,Spouse not present,Technical, Not-in-family,*,Male,0,0,40,*, <=50K
260,"[0, 40[",Private,*,Higher education,13,Spouse not present,Technical, Own-child,*,Female,0,0,40,*, <=50K
261,"[40, 80[",Private,*,Secondary education,9,Spouse present,Nontechnical, Husband,*,Male,0,0,60,*, <=50K
