index,age,balance,education,job,marital,month,previous,y
77,"[40,60[","[0,10000[",secondary,skilled-labor,divorced,spring,"[0,20[",no
78,"[40,60[","[0,10000[",secondary,skilled-labor,divorced,spring,"[0,20[",no
79,"[40,60[","[0,10000[",secondary,skilled-labor,divorced,spring,"[0,20[",no
80,"[40,60[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
81,"[40,60[","[0,10000[",secondary,skilled-labor,divorced,spring,"[0,20[",no
82,"[40,60[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
83,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",yes
84,"[40,60[","[0,10000[",tertiary,self-directed,married,spring,"[0,20[",no
85,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
86,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",yes
87,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",yes
88,"[40,60[","[0,10000[",secondary,white-collar,divorced,spring,"[0,20[",no
89,"[40,60[","[0,10000[",secondary,out-of-work,married,spring,"[0,20[",no
90,"[40,60[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
91,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
95,"[20,40[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
96,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
98,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
99,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
100,"[40,60[",<0,secondary,skilled-labor,married,spring,"[0,20[",no
101,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
102,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
103,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
104,"[20,40[","[0,10000[",tertiary,skilled-labor,single,spring,"[0,20[",no
105,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
106,"[40,60[","[0,10000[",tertiary,skilled-labor,married,spring,"[0,20[",no
107,"[20,40[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
109,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
110,"[20,40[","[0,10000[",secondary,skilled-labor,divorced,spring,"[0,20[",no
111,"[40,60[","[0,10000[",secondary,skilled-labor,divorced,spring,"[0,20[",no
113,"[20,40[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
115,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
116,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
118,"[40,60[","[0,10000[",tertiary,white-collar,divorced,spring,"[0,20[",no
119,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
121,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
123,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
124,"[40,60[","[0,10000[",tertiary,skilled-labor,married,spring,"[0,20[",no
125,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
126,"[20,40[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
127,"[20,40[",<0,secondary,skilled-labor,married,spring,"[0,20[",no
128,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
129,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",yes
131,"[20,40[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
132,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
133,"[40,60[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
134,"[20,40[","[0,10000[",tertiary,out-of-work,single,spring,"[0,20[",no
135,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
136,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
138,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
139,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
140,"[40,60[","[0,10000[",primary,skilled-labor,divorced,spring,"[0,20[",no
143,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
144,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
145,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
146,"[40,60[","[0,10000[",primary,skilled-labor,divorced,spring,"[0,20[",no
147,"[40,60[","[0,10000[",secondary,out-of-work,married,spring,"[0,20[",no
148,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
149,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
151,"[20,40[","[0,10000[",secondary,out-of-work,single,spring,"[0,20[",no
153,"[20,40[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
154,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
155,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
156,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
158,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
159,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
160,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
161,"[20,40[","[0,10000[",tertiary,skilled-labor,single,spring,"[0,20[",no
162,"[40,60[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
163,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
164,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
165,"[20,40[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
166,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
167,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
168,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",yes
169,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
170,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
171,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
175,"[40,60[","[0,10000[",secondary,white-collar,divorced,spring,"[0,20[",no
176,"[40,60[","[0,10000[",secondary,out-of-work,married,spring,"[0,20[",no
177,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
178,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
179,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
180,"[20,40[","[0,10000[",tertiary,skilled-labor,married,spring,"[0,20[",no
181,"[20,40[","[0,10000[",secondary,skilled-labor,divorced,spring,"[0,20[",no
182,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
183,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
184,"[20,40[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
185,"[40,60[","[0,10000[",primary,out-of-work,married,spring,"[0,20[",no
187,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
188,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
189,"[20,40[","[0,10000[",tertiary,white-collar,single,spring,"[0,20[",no
190,"[40,60[","[0,10000[",secondary,out-of-work,married,spring,"[0,20[",no
191,"[20,40[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
192,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
193,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
194,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
195,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
196,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
198,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
200,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
201,"[40,60[","[0,10000[",tertiary,self-directed,married,spring,"[0,20[",no
202,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
204,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
205,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
206,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
207,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
209,"[40,60[","[0,10000[",secondary,out-of-work,married,spring,"[0,20[",no
210,"[20,40[",<0,secondary,skilled-labor,married,spring,"[0,20[",no
211,"[40,60[","[0,10000[",secondary,out-of-work,married,spring,"[0,20[",no
212,"[40,60[","[0,10000[",primary,skilled-labor,divorced,spring,"[0,20[",no
213,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
214,"[40,60[",<0,primary,skilled-labor,married,spring,"[0,20[",no
215,"[40,60[","[0,10000[",tertiary,skilled-labor,married,spring,"[0,20[",no
218,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
219,"[20,40[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
220,"[40,60[","[0,10000[",secondary,out-of-work,married,spring,"[0,20[",no
221,"[20,40[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
223,"[40,60[","[0,10000[",secondary,out-of-work,married,spring,"[0,20[",no
225,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
227,"[20,40[","[0,10000[",tertiary,white-collar,single,spring,"[0,20[",no
228,"[20,40[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
229,"[40,60[","[0,10000[",secondary,skilled-labor,divorced,spring,"[0,20[",no
230,"[40,60[",<0,primary,skilled-labor,married,spring,"[0,20[",no
231,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
232,"[40,60[","[0,10000[",secondary,self-directed,married,spring,"[0,20[",no
233,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
234,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
235,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
236,"[40,60[","[0,10000[",secondary,white-collar,divorced,spring,"[0,20[",no
237,"[20,40[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
238,"[40,60[","[0,10000[",secondary,white-collar,divorced,spring,"[0,20[",no
240,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
242,"[20,40[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
243,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
244,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
246,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
247,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
248,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
249,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
250,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
251,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
252,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
253,"[20,40[","[0,10000[",secondary,skilled-labor,divorced,spring,"[0,20[",no
254,"[40,60[","[0,10000[",tertiary,white-collar,single,spring,"[0,20[",no
255,"[20,40[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
257,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
258,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
259,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
260,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
261,"[20,40[","[0,10000[",tertiary,white-collar,single,spring,"[0,20[",no
262,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
263,"[40,60[","[0,10000[",tertiary,white-collar,divorced,spring,"[0,20[",no
265,"[20,40[","[0,10000[",tertiary,out-of-work,single,spring,"[0,20[",no
266,"[20,40[","[0,10000[",tertiary,white-collar,single,spring,"[0,20[",no
268,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
269,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
270,"[40,60[","[0,10000[",tertiary,white-collar,single,spring,"[0,20[",yes
271,"[40,60[","[0,10000[",primary,skilled-labor,divorced,spring,"[0,20[",no
272,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
274,"[20,40[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
275,"[40,60[","[0,10000[",secondary,out-of-work,married,spring,"[0,20[",no
277,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
278,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
279,"[20,40[","[0,10000[",tertiary,self-directed,married,spring,"[0,20[",no
280,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
282,"[40,60[","[0,10000[",tertiary,skilled-labor,married,spring,"[0,20[",no
283,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
284,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
285,"[20,40[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
286,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
288,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
289,"[40,60[","[0,10000[",secondary,self-directed,married,spring,"[0,20[",no
290,"[20,40[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
292,"[20,40[","[0,10000[",secondary,out-of-work,single,spring,"[0,20[",no
293,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
294,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
295,"[40,60[","[0,10000[",primary,skilled-labor,divorced,spring,"[0,20[",no
296,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
297,"[20,40[","[0,10000[",secondary,out-of-work,single,spring,"[0,20[",no
298,"[40,60[","[0,10000[",primary,skilled-labor,divorced,spring,"[0,20[",no
299,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
300,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
301,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
302,"[40,60[","[0,10000[",secondary,out-of-work,married,spring,"[0,20[",no
303,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
304,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
305,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
306,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
307,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
308,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
310,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
311,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
312,"[40,60[","[0,10000[",primary,skilled-labor,divorced,spring,"[0,20[",no
313,"[20,40[","[0,10000[",secondary,skilled-labor,divorced,spring,"[0,20[",no
314,"[20,40[","[0,10000[",tertiary,white-collar,single,spring,"[0,20[",no
316,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
317,"[40,60[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
319,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
320,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
321,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
322,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
324,"[20,40[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
325,"[40,60[","[0,10000[",tertiary,white-collar,single,spring,"[0,20[",no
326,"[40,60[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
327,"[40,60[","[0,10000[",tertiary,skilled-labor,married,spring,"[0,20[",no
328,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
329,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
330,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
331,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
332,"[20,40[",<0,secondary,skilled-labor,single,spring,"[0,20[",no
333,"[40,60[","[0,10000[",tertiary,white-collar,single,spring,"[0,20[",no
335,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
336,"[40,60[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
337,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
339,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
340,"[40,60[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
341,"[40,60[","[0,10000[",secondary,white-collar,divorced,spring,"[0,20[",no
343,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
344,"[20,40[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
345,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
346,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
347,"[20,40[",<0,primary,skilled-labor,married,spring,"[0,20[",no
348,"[40,60[","[0,10000[",tertiary,skilled-labor,married,spring,"[0,20[",no
349,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
350,"[40,60[","[0,10000[",tertiary,white-collar,single,spring,"[0,20[",no
351,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
352,"[20,40[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
353,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
355,"[20,40[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
356,"[40,60[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
357,"[20,40[","[0,10000[",tertiary,self-directed,single,spring,"[0,20[",no
358,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
359,"[40,60[","[0,10000[",tertiary,white-collar,single,spring,"[0,20[",no
360,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
361,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
362,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
363,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
364,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
365,"[40,60[","[0,10000[",tertiary,skilled-labor,married,spring,"[0,20[",no
366,"[20,40[","[0,10000[",secondary,white-collar,divorced,spring,"[0,20[",no
367,"[40,60[","[0,10000[",tertiary,white-collar,divorced,spring,"[0,20[",no
368,"[20,40[","[0,10000[",tertiary,white-collar,divorced,spring,"[0,20[",no
369,"[20,40[","[0,10000[",secondary,out-of-work,single,spring,"[0,20[",no
370,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
371,"[20,40[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
372,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
373,"[20,40[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
374,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
375,"[40,60[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
376,"[20,40[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
377,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
378,"[20,40[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
379,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
380,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
381,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
382,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
384,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
385,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
386,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
388,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",yes
391,"[20,40[","[0,10000[",tertiary,skilled-labor,married,spring,"[0,20[",no
393,"[20,40[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
394,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
395,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
396,"[40,60[","[0,10000[",secondary,white-collar,single,spring,"[0,20[",no
397,"[20,40[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
398,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
399,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
400,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
401,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
402,"[20,40[","[0,10000[",tertiary,self-directed,single,spring,"[0,20[",no
403,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
404,"[40,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,20[",no
405,"[40,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,20[",no
407,"[40,60[","[0,10000[",primary,skilled-labor,divorced,spring,"[0,20[",no
408,"[20,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
409,"[40,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,20[",no
410,"[20,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,20[",no
411,"[40,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,20[",no
413,"[40,60[","[0,10000[",secondary,white-collar,married,spring,"[0,20[",no
414,"[20,40[","[0,10000[",tertiary,self-directed,married,spring,"[0,20[",no
415,"[20,40[","[0,10000[",secondary,white-collar,divorced,spring,"[0,20[",no
