index,age,balance,education,job,marital,month,previous,y
54,"[0,40[",*,education,employed,single,*,"[0,20[",no
55,"[0,40[",*,education,not-employed,single,*,"[0,20[",no
56,"[0,40[",*,education,employed,single,*,"[0,20[",no
57,*,*,*,*,*,*,*,no
58,*,*,*,*,*,*,*,no
59,"[40,80[",*,education,employed,married,*,"[0,20[",no
60,"[0,40[",*,education,employed,married,*,"[0,20[",no
61,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
62,"[40,80[",*,education,employed,married,*,"[0,20[",no
63,"[0,40[",*,education,employed,married,*,"[0,20[",no
64,*,*,*,*,*,*,*,no
65,"[40,80[",*,education,employed,married,*,"[0,20[",no
66,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
67,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
68,"[40,80[",*,education,employed,married,*,"[0,20[",no
69,"[0,40[",*,education,employed,single,*,"[0,20[",no
70,"[40,80[",*,education,employed,married,*,"[0,20[",no
71,"[0,40[",*,education,employed,married,*,"[0,20[",no
72,"[40,80[",*,education,employed,married,*,"[0,20[",no
73,"[40,80[",*,education,employed,married,*,"[0,20[",no
74,"[40,80[",*,education,employed,married,*,"[0,20[",no
75,"[40,80[",*,education,employed,married,*,"[0,20[",no
76,"[40,80[",*,education,employed,married,*,"[0,20[",no
77,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
78,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
79,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
80,"[40,80[",*,education,employed,single,*,"[0,20[",no
81,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
82,"[40,80[",*,education,employed,single,*,"[0,20[",no
83,"[40,80[",*,education,employed,married,*,"[0,20[",yes
84,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
85,"[40,80[",*,education,employed,married,*,"[0,20[",no
86,"[40,80[",*,education,employed,married,*,"[0,20[",yes
87,"[40,80[",*,education,employed,married,*,"[0,20[",yes
88,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
89,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
90,"[40,80[",*,education,employed,single,*,"[0,20[",no
91,"[0,40[",*,education,employed,married,*,"[0,20[",no
92,"[40,80[",*,education,employed,married,*,"[0,20[",no
93,*,*,*,*,*,*,*,no
94,*,*,*,*,*,*,*,no
95,"[0,40[",*,education,employed,married,*,"[0,20[",no
96,"[40,80[",*,education,employed,married,*,"[0,20[",no
97,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
98,"[0,40[",*,education,employed,married,*,"[0,20[",no
99,"[40,80[",*,education,employed,married,*,"[0,20[",no
100,"[40,80[",*,education,employed,married,*,"[0,20[",no
101,"[40,80[",*,education,employed,married,*,"[0,20[",no
102,"[40,80[",*,education,employed,married,*,"[0,20[",no
103,"[40,80[",*,education,employed,married,*,"[0,20[",no
104,"[0,40[",*,education,employed,single,*,"[0,20[",no
105,"[40,80[",*,education,employed,married,*,"[0,20[",no
106,"[40,80[",*,education,employed,married,*,"[0,20[",no
107,"[0,40[",*,education,employed,married,*,"[0,20[",no
108,*,*,*,*,*,*,*,no
109,"[40,80[",*,education,employed,married,*,"[0,20[",no
110,"[0,40[",*,education,employed,divorced,*,"[0,20[",no
111,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
112,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
113,"[0,40[",*,education,employed,married,*,"[0,20[",no
114,*,*,*,*,*,*,*,no
115,"[40,80[",*,education,employed,married,*,"[0,20[",no
116,"[40,80[",*,education,employed,married,*,"[0,20[",no
117,"[0,40[",*,education,employed,single,*,"[0,20[",no
118,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
119,"[40,80[",*,education,employed,married,*,"[0,20[",no
120,*,*,*,*,*,*,*,no
121,"[40,80[",*,education,employed,married,*,"[0,20[",no
122,*,*,*,*,*,*,*,no
123,"[40,80[",*,education,employed,married,*,"[0,20[",no
124,"[40,80[",*,education,employed,married,*,"[0,20[",no
125,"[0,40[",*,education,employed,single,*,"[0,20[",no
126,"[0,40[",*,education,employed,single,*,"[0,20[",no
127,"[0,40[",*,education,employed,married,*,"[0,20[",no
128,"[0,40[",*,education,employed,married,*,"[0,20[",no
129,"[40,80[",*,education,employed,married,*,"[0,20[",yes
130,*,*,*,*,*,*,*,no
131,"[0,40[",*,education,employed,single,*,"[0,20[",no
132,"[0,40[",*,education,employed,single,*,"[0,20[",no
133,"[40,80[",*,education,employed,single,*,"[0,20[",no
134,"[0,40[",*,education,not-employed,single,*,"[0,20[",no
135,"[0,40[",*,education,employed,married,*,"[0,20[",no
136,"[0,40[",*,education,employed,single,*,"[0,20[",no
137,*,*,*,*,*,*,*,no
138,"[0,40[",*,education,employed,married,*,"[0,20[",no
139,"[40,80[",*,education,employed,married,*,"[0,20[",no
140,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
141,"[0,40[",*,education,not-employed,single,*,"[0,20[",no
142,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
143,"[0,40[",*,education,employed,married,*,"[0,20[",no
144,"[40,80[",*,education,employed,married,*,"[0,20[",no
145,"[0,40[",*,education,employed,married,*,"[0,20[",no
146,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
147,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
148,"[40,80[",*,education,employed,married,*,"[0,20[",no
149,"[40,80[",*,education,employed,married,*,"[0,20[",no
150,*,*,*,*,*,*,*,no
151,"[0,40[",*,education,not-employed,single,*,"[0,20[",no
152,"[40,80[",*,education,employed,married,*,"[0,20[",no
153,"[0,40[",*,education,employed,married,*,"[0,20[",no
154,"[40,80[",*,education,employed,married,*,"[0,20[",no
155,"[40,80[",*,education,employed,married,*,"[0,20[",no
156,*,*,*,*,*,*,*,no
157,*,*,*,*,*,*,*,no
158,"[40,80[",*,education,employed,married,*,"[0,20[",no
159,"[40,80[",*,education,employed,married,*,"[0,20[",no
160,*,*,*,*,*,*,*,no
161,"[0,40[",*,education,employed,single,*,"[0,20[",no
162,"[40,80[",*,education,employed,single,*,"[0,20[",no
163,"[40,80[",*,education,employed,married,*,"[0,20[",no
164,"[40,80[",*,education,employed,married,*,"[0,20[",no
165,"[0,40[",*,education,employed,single,*,"[0,20[",no
166,"[40,80[",*,education,employed,married,*,"[0,20[",no
167,"[40,80[",*,education,employed,married,*,"[0,20[",no
168,"[40,80[",*,education,employed,married,*,"[0,20[",yes
169,"[40,80[",*,education,employed,married,*,"[0,20[",no
170,"[0,40[",*,education,employed,married,*,"[0,20[",no
171,"[40,80[",*,education,employed,married,*,"[0,20[",no
172,*,*,*,*,*,*,*,no
173,"[0,40[",*,education,not-employed,single,*,"[0,20[",no
174,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
175,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
176,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
177,"[0,40[",*,education,employed,married,*,"[0,20[",no
178,"[40,80[",*,education,employed,married,*,"[0,20[",no
179,"[40,80[",*,education,employed,married,*,"[0,20[",no
180,"[0,40[",*,education,employed,married,*,"[0,20[",no
181,"[0,40[",*,education,employed,divorced,*,"[0,20[",no
182,"[0,40[",*,education,employed,married,*,"[0,20[",no
183,"[0,40[",*,education,employed,married,*,"[0,20[",no
184,"[0,40[",*,education,employed,married,*,"[0,20[",no
185,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
186,*,*,*,*,*,*,*,no
187,"[40,80[",*,education,employed,married,*,"[0,20[",no
188,"[0,40[",*,education,employed,single,*,"[0,20[",no
189,"[0,40[",*,education,employed,single,*,"[0,20[",no
190,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
191,"[0,40[",*,education,employed,married,*,"[0,20[",no
192,"[40,80[",*,education,employed,married,*,"[0,20[",no
193,"[40,80[",*,education,employed,married,*,"[0,20[",no
194,"[0,40[",*,education,employed,married,*,"[0,20[",no
195,"[0,40[",*,education,employed,single,*,"[0,20[",no
196,"[0,40[",*,education,employed,married,*,"[0,20[",no
197,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
198,"[40,80[",*,education,employed,married,*,"[0,20[",no
199,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
200,"[40,80[",*,education,employed,married,*,"[0,20[",no
201,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
202,"[40,80[",*,education,employed,married,*,"[0,20[",no
203,*,*,*,*,*,*,*,no
204,"[0,40[",*,education,employed,married,*,"[0,20[",no
205,"[40,80[",*,education,employed,married,*,"[0,20[",no
206,"[40,80[",*,education,employed,married,*,"[0,20[",no
207,"[40,80[",*,education,employed,married,*,"[0,20[",no
208,*,*,*,*,*,*,*,no
209,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
210,"[0,40[",*,education,employed,married,*,"[0,20[",no
211,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
212,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
213,"[0,40[",*,education,employed,married,*,"[0,20[",no
214,"[40,80[",*,education,employed,married,*,"[0,20[",no
215,"[40,80[",*,education,employed,married,*,"[0,20[",no
216,*,*,*,*,*,*,*,no
217,*,*,*,*,*,*,*,no
218,"[40,80[",*,education,employed,married,*,"[0,20[",no
219,"[0,40[",*,education,employed,married,*,"[0,20[",no
220,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
221,"[0,40[",*,education,employed,married,*,"[0,20[",no
222,*,*,*,*,*,*,*,no
223,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
224,*,*,*,*,*,*,*,no
225,"[40,80[",*,education,employed,married,*,"[0,20[",no
226,*,*,*,*,*,*,*,no
227,"[0,40[",*,education,employed,single,*,"[0,20[",no
228,*,*,*,*,*,*,*,no
229,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
230,"[40,80[",*,education,employed,married,*,"[0,20[",no
231,"[0,40[",*,education,employed,married,*,"[0,20[",no
232,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
233,*,*,*,*,*,*,*,no
234,"[40,80[",*,education,employed,married,*,"[0,20[",no
235,"[40,80[",*,education,employed,married,*,"[0,20[",no
236,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
237,"[0,40[",*,education,employed,married,*,"[0,20[",no
238,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
239,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
240,"[40,80[",*,education,employed,married,*,"[0,20[",no
241,*,*,*,*,*,*,*,no
242,"[0,40[",*,education,employed,married,*,"[0,20[",no
243,"[40,80[",*,education,employed,married,*,"[0,20[",no
244,"[40,80[",*,education,employed,married,*,"[0,20[",no
245,*,*,*,*,*,*,*,no
246,"[0,40[",*,education,employed,single,*,"[0,20[",no
247,"[40,80[",*,education,employed,married,*,"[0,20[",no
248,"[0,40[",*,education,employed,married,*,"[0,20[",no
249,"[40,80[",*,education,employed,married,*,"[0,20[",no
250,"[40,80[",*,education,employed,married,*,"[0,20[",no
251,"[40,80[",*,education,employed,married,*,"[0,20[",no
252,"[0,40[",*,education,employed,single,*,"[0,20[",no
253,"[0,40[",*,education,employed,divorced,*,"[0,20[",no
254,"[40,80[",*,education,employed,single,*,"[0,20[",no
255,"[0,40[",*,education,employed,married,*,"[0,20[",no
256,*,*,*,*,*,*,*,no
257,"[0,40[",*,education,employed,single,*,"[0,20[",no
258,"[0,40[",*,education,employed,married,*,"[0,20[",no
259,"[40,80[",*,education,employed,married,*,"[0,20[",no
260,"[40,80[",*,education,employed,married,*,"[0,20[",no
261,"[0,40[",*,education,employed,single,*,"[0,20[",no
262,"[0,40[",*,education,employed,married,*,"[0,20[",no
263,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
264,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
265,"[0,40[",*,education,not-employed,single,*,"[0,20[",no
266,"[0,40[",*,education,employed,single,*,"[0,20[",no
267,"[0,40[",*,education,employed,divorced,*,"[0,20[",no
268,"[40,80[",*,education,employed,married,*,"[0,20[",no
269,"[40,80[",*,education,employed,married,*,"[0,20[",no
270,"[40,80[",*,education,employed,single,*,"[0,20[",yes
271,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
272,"[40,80[",*,education,employed,married,*,"[0,20[",no
273,*,*,*,*,*,*,*,no
274,"[0,40[",*,education,employed,married,*,"[0,20[",no
275,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
276,"[0,40[",*,education,employed,divorced,*,"[0,20[",no
277,"[40,80[",*,education,employed,married,*,"[0,20[",no
278,"[0,40[",*,education,employed,single,*,"[0,20[",no
279,"[0,40[",*,education,not-employed,married,*,"[0,20[",no
280,"[40,80[",*,education,employed,married,*,"[0,20[",no
281,"[40,80[",*,education,employed,married,*,"[0,20[",no
282,"[40,80[",*,education,employed,married,*,"[0,20[",no
283,"[40,80[",*,education,employed,married,*,"[0,20[",no
284,"[0,40[",*,education,employed,single,*,"[0,20[",no
285,"[0,40[",*,education,employed,single,*,"[0,20[",no
286,"[40,80[",*,education,employed,married,*,"[0,20[",no
287,"[40,80[",*,education,employed,single,*,"[0,20[",no
288,"[0,40[",*,education,employed,married,*,"[0,20[",no
289,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
290,"[0,40[",*,education,employed,married,*,"[0,20[",no
291,*,*,*,*,*,*,*,no
292,"[0,40[",*,education,not-employed,single,*,"[0,20[",no
293,"[40,80[",*,education,employed,married,*,"[0,20[",no
294,"[0,40[",*,education,employed,married,*,"[0,20[",no
295,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
296,"[0,40[",*,education,employed,single,*,"[0,20[",no
297,"[0,40[",*,education,not-employed,single,*,"[0,20[",no
298,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
299,"[40,80[",*,education,employed,married,*,"[0,20[",no
300,*,*,*,*,*,*,*,no
301,"[40,80[",*,education,employed,married,*,"[0,20[",no
302,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
303,"[0,40[",*,education,employed,single,*,"[0,20[",no
304,*,*,*,*,*,*,*,no
305,"[40,80[",*,education,employed,married,*,"[0,20[",no
306,"[40,80[",*,education,employed,married,*,"[0,20[",no
307,"[40,80[",*,education,employed,married,*,"[0,20[",no
308,"[40,80[",*,education,employed,married,*,"[0,20[",no
309,*,*,*,*,*,*,*,no
310,"[40,80[",*,education,employed,married,*,"[0,20[",no
311,*,*,*,*,*,*,*,no
312,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
313,"[0,40[",*,education,employed,divorced,*,"[0,20[",no
314,"[0,40[",*,education,employed,single,*,"[0,20[",no
315,"[40,80[",*,education,employed,married,*,"[0,20[",no
316,"[0,40[",*,education,employed,married,*,"[0,20[",no
317,"[40,80[",*,education,employed,single,*,"[0,20[",no
318,*,*,*,*,*,*,*,no
319,"[40,80[",*,education,employed,married,*,"[0,20[",no
320,"[40,80[",*,education,employed,married,*,"[0,20[",no
321,*,*,*,*,*,*,*,no
322,"[40,80[",*,education,employed,married,*,"[0,20[",no
323,"[0,40[",*,education,employed,divorced,*,"[0,20[",no
324,"[0,40[",*,education,employed,single,*,"[0,20[",no
325,"[40,80[",*,education,employed,single,*,"[0,20[",no
326,"[40,80[",*,education,employed,single,*,"[0,20[",no
327,"[40,80[",*,education,employed,married,*,"[0,20[",no
328,*,*,*,*,*,*,*,no
329,"[40,80[",*,education,employed,married,*,"[0,20[",no
330,"[40,80[",*,education,employed,married,*,"[0,20[",no
331,*,*,*,*,*,*,*,no
332,"[0,40[",*,education,employed,single,*,"[0,20[",no
333,"[40,80[",*,education,employed,single,*,"[0,20[",no
334,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
335,"[40,80[",*,education,employed,married,*,"[0,20[",no
336,"[40,80[",*,education,employed,single,*,"[0,20[",no
337,"[40,80[",*,education,employed,married,*,"[0,20[",no
338,"[40,80[",*,education,employed,single,*,"[0,20[",no
339,"[0,40[",*,education,employed,single,*,"[0,20[",no
340,"[40,80[",*,education,employed,single,*,"[0,20[",no
341,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
342,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
343,"[40,80[",*,education,employed,married,*,"[0,20[",no
344,"[0,40[",*,education,employed,married,*,"[0,20[",no
345,*,*,*,*,*,*,*,no
346,"[40,80[",*,education,employed,married,*,"[0,20[",no
347,"[0,40[",*,education,employed,married,*,"[0,20[",no
348,"[40,80[",*,education,employed,married,*,"[0,20[",no
349,"[40,80[",*,education,employed,married,*,"[0,20[",no
350,"[40,80[",*,education,employed,single,*,"[0,20[",no
351,"[40,80[",*,education,employed,married,*,"[0,20[",no
352,"[0,40[",*,education,employed,married,*,"[0,20[",no
353,"[0,40[",*,education,employed,married,*,"[0,20[",no
354,*,*,*,*,*,*,*,no
355,"[0,40[",*,education,employed,single,*,"[0,20[",no
356,"[40,80[",*,education,employed,single,*,"[0,20[",no
357,"[0,40[",*,education,not-employed,single,*,"[0,20[",no
358,"[40,80[",*,education,employed,married,*,"[0,20[",no
359,"[40,80[",*,education,employed,single,*,"[0,20[",no
360,"[40,80[",*,education,employed,married,*,"[0,20[",no
361,"[40,80[",*,education,employed,married,*,"[0,20[",no
362,"[0,40[",*,education,employed,married,*,"[0,20[",no
363,"[40,80[",*,education,employed,married,*,"[0,20[",no
364,"[40,80[",*,education,employed,married,*,"[0,20[",no
365,"[40,80[",*,education,employed,married,*,"[0,20[",no
366,"[0,40[",*,education,employed,divorced,*,"[0,20[",no
367,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
368,"[0,40[",*,education,employed,divorced,*,"[0,20[",no
369,"[0,40[",*,education,not-employed,single,*,"[0,20[",no
370,"[0,40[",*,education,employed,married,*,"[0,20[",no
371,"[0,40[",*,education,employed,married,*,"[0,20[",no
372,"[0,40[",*,education,employed,married,*,"[0,20[",no
373,"[0,40[",*,education,employed,single,*,"[0,20[",no
374,*,*,*,*,*,*,*,no
375,"[40,80[",*,education,employed,single,*,"[0,20[",no
376,"[0,40[",*,education,employed,single,*,"[0,20[",no
377,"[40,80[",*,education,employed,married,*,"[0,20[",no
378,"[0,40[",*,education,employed,married,*,"[0,20[",no
379,"[40,80[",*,education,employed,married,*,"[0,20[",no
380,"[0,40[",*,education,employed,married,*,"[0,20[",no
381,"[40,80[",*,education,employed,married,*,"[0,20[",no
382,"[40,80[",*,education,employed,married,*,"[0,20[",no
383,*,*,*,*,*,*,*,no
384,"[0,40[",*,education,employed,married,*,"[0,20[",no
385,"[40,80[",*,education,employed,married,*,"[0,20[",no
386,*,*,*,*,*,*,*,no
387,"[0,40[",*,education,not-employed,married,*,"[0,20[",no
388,"[40,80[",*,education,employed,married,*,"[0,20[",yes
389,*,*,*,*,*,*,*,no
390,*,*,*,*,*,*,*,yes
391,"[0,40[",*,education,employed,married,*,"[0,20[",no
392,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
393,"[0,40[",*,education,employed,married,*,"[0,20[",no
394,"[40,80[",*,education,employed,married,*,"[0,20[",no
395,"[0,40[",*,education,employed,single,*,"[0,20[",no
396,"[40,80[",*,education,employed,single,*,"[0,20[",no
397,"[0,40[",*,education,employed,married,*,"[0,20[",no
398,"[0,40[",*,education,employed,married,*,"[0,20[",no
399,"[40,80[",*,education,employed,married,*,"[0,20[",no
400,"[40,80[",*,education,employed,married,*,"[0,20[",no
401,"[40,80[",*,education,employed,married,*,"[0,20[",no
402,"[0,40[",*,education,not-employed,single,*,"[0,20[",no
403,"[40,80[",*,education,employed,married,*,"[0,20[",no
404,*,*,*,*,*,*,*,no
405,"[40,80[",*,education,employed,married,*,"[0,20[",no
406,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
407,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
408,"[0,40[",*,education,employed,married,*,"[0,20[",no
409,"[40,80[",*,education,employed,married,*,"[0,20[",no
410,"[0,40[",*,education,employed,single,*,"[0,20[",no
411,"[40,80[",*,education,employed,married,*,"[0,20[",no
412,"[0,40[",*,education,employed,single,*,"[0,20[",no
413,"[40,80[",*,education,employed,married,*,"[0,20[",no
414,"[0,40[",*,education,not-employed,married,*,"[0,20[",no
415,"[0,40[",*,education,employed,divorced,*,"[0,20[",no
416,"[40,80[",*,education,employed,married,*,"[0,20[",no
417,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
418,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
419,"[0,40[",*,education,employed,married,*,"[0,20[",no
420,"[40,80[",*,education,employed,single,*,"[0,20[",no
421,"[0,40[",*,education,employed,single,*,"[0,20[",no
422,"[0,40[",*,education,employed,single,*,"[0,20[",no
423,"[40,80[",*,education,employed,married,*,"[0,20[",no
424,"[0,40[",*,education,employed,single,*,"[0,20[",no
425,"[40,80[",*,education,employed,married,*,"[0,20[",no
426,"[0,40[",*,education,employed,married,*,"[0,20[",no
427,"[40,80[",*,education,employed,married,*,"[0,20[",no
428,"[0,40[",*,education,employed,single,*,"[0,20[",no
429,"[40,80[",*,education,employed,married,*,"[0,20[",no
430,"[40,80[",*,education,employed,married,*,"[0,20[",no
431,"[40,80[",*,education,employed,married,*,"[0,20[",no
432,"[0,40[",*,education,employed,married,*,"[0,20[",no
433,"[40,80[",*,education,employed,married,*,"[0,20[",no
434,"[0,40[",*,education,employed,married,*,"[0,20[",no
435,"[40,80[",*,education,employed,married,*,"[0,20[",no
436,"[40,80[",*,education,employed,married,*,"[0,20[",no
437,"[0,40[",*,education,employed,single,*,"[0,20[",no
438,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
439,"[0,40[",*,education,employed,married,*,"[0,20[",no
440,"[40,80[",*,education,employed,married,*,"[0,20[",no
441,"[0,40[",*,education,employed,single,*,"[0,20[",no
442,"[0,40[",*,education,employed,married,*,"[0,20[",no
443,"[0,40[",*,education,not-employed,single,*,"[0,20[",no
444,"[0,40[",*,education,employed,married,*,"[0,20[",no
445,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
446,*,*,*,*,*,*,*,yes
447,*,*,*,*,*,*,*,no
448,"[0,40[",*,education,employed,single,*,"[0,20[",no
449,*,*,*,*,*,*,*,no
450,"[40,80[",*,education,employed,married,*,"[0,20[",no
451,"[40,80[",*,education,employed,married,*,"[0,20[",no
452,*,*,*,*,*,*,*,no
453,"[0,40[",*,education,employed,married,*,"[0,20[",no
454,"[0,40[",*,education,employed,married,*,"[0,20[",no
455,"[40,80[",*,education,employed,married,*,"[0,20[",no
456,"[40,80[",*,education,employed,single,*,"[0,20[",no
457,"[0,40[",*,education,employed,married,*,"[0,20[",yes
458,"[0,40[",*,education,employed,single,*,"[0,20[",no
459,"[0,40[",*,education,employed,married,*,"[0,20[",no
460,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
461,"[0,40[",*,education,employed,married,*,"[0,20[",no
462,"[40,80[",*,education,employed,married,*,"[0,20[",no
463,"[0,40[",*,education,not-employed,married,*,"[0,20[",no
464,"[0,40[",*,education,employed,single,*,"[0,20[",no
465,*,*,*,*,*,*,*,no
466,"[0,40[",*,education,employed,single,*,"[0,20[",no
467,"[40,80[",*,education,employed,married,*,"[0,20[",no
468,"[40,80[",*,education,employed,married,*,"[0,20[",no
469,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
470,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
471,"[0,40[",*,education,employed,single,*,"[0,20[",no
472,*,*,*,*,*,*,*,no
473,"[0,40[",*,education,employed,married,*,"[0,20[",no
474,"[0,40[",*,education,employed,married,*,"[0,20[",yes
475,"[40,80[",*,education,employed,married,*,"[0,20[",no
476,"[40,80[",*,education,employed,married,*,"[0,20[",no
477,"[0,40[",*,education,employed,single,*,"[0,20[",no
478,"[0,40[",*,education,employed,single,*,"[0,20[",no
479,"[0,40[",*,education,employed,single,*,"[0,20[",no
480,"[40,80[",*,education,employed,married,*,"[0,20[",no
481,"[40,80[",*,education,employed,married,*,"[0,20[",no
482,"[40,80[",*,education,employed,married,*,"[0,20[",no
483,"[40,80[",*,education,employed,married,*,"[0,20[",no
484,"[0,40[",*,education,employed,single,*,"[0,20[",no
485,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
486,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
487,"[40,80[",*,education,employed,divorced,*,"[0,20[",no
488,*,*,*,*,*,*,*,no
489,"[40,80[",*,education,employed,married,*,"[0,20[",no
490,"[0,40[",*,education,employed,married,*,"[0,20[",no
491,"[0,40[",*,education,employed,married,*,"[0,20[",no
492,"[0,40[",*,education,employed,married,*,"[0,20[",no
493,"[40,80[",*,education,not-employed,married,*,"[0,20[",no
494,"[0,40[",*,education,employed,divorced,*,"[0,20[",no
495,"[0,40[",*,education,employed,single,*,"[0,20[",no
