index,age,balance,education,job,marital,month,previous,y
283,"[50,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,10[",no
284,"[30,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,10[",no
285,"[30,40[","[0,10000[",secondary,white-collar,single,spring,"[0,10[",no
286,"[40,50[","[0,10000[",secondary,white-collar,married,spring,"[0,10[",no
287,*,*,*,*,*,*,*,no
288,"[30,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
289,"[40,50[","[0,10000[",secondary,self-directed,married,spring,"[0,10[",no
290,"[30,40[","[0,10000[",tertiary,white-collar,married,spring,"[0,10[",no
291,*,*,*,*,*,*,*,no
292,"[20,30[","[0,10000[",secondary,out-of-work,single,spring,"[0,10[",no
293,"[50,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,10[",no
294,"[30,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
295,"[50,60[","[0,10000[",primary,skilled-labor,divorced,spring,"[0,10[",no
296,"[30,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,10[",no
297,"[20,30[","[0,10000[",secondary,out-of-work,single,spring,"[0,10[",no
298,"[40,50[","[0,10000[",primary,skilled-labor,divorced,spring,"[0,10[",no
299,"[50,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
300,"[40,50[","[0,10000[",unknown,skilled-labor,married,spring,"[0,10[",no
301,"[50,60[","[0,10000[",secondary,white-collar,married,spring,"[0,10[",no
302,"[50,60[","[0,10000[",secondary,out-of-work,married,spring,"[0,10[",no
303,"[30,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,10[",no
304,"[50,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,10[",no
305,"[50,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
306,"[50,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,10[",no
307,"[50,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
308,"[40,50[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
309,*,*,*,*,*,*,*,no
310,"[50,60[","[0,10000[",secondary,white-collar,married,spring,"[0,10[",no
311,"[50,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,10[",no
312,"[50,60[","[0,10000[",primary,skilled-labor,divorced,spring,"[0,10[",no
313,"[30,40[","[0,10000[",secondary,skilled-labor,divorced,spring,"[0,10[",no
314,"[30,40[","[0,10000[",tertiary,white-collar,single,spring,"[0,10[",no
315,"[40,50[",<0,secondary,white-collar,married,spring,"[0,10[",no
316,"[30,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
317,"[50,60[","[0,10000[",secondary,skilled-labor,single,spring,"[0,10[",no
318,*,*,*,*,*,*,*,no
319,"[40,50[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
320,"[50,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
321,"[40,50[","[0,10000[",unknown,skilled-labor,married,spring,"[0,10[",no
322,"[40,50[","[0,10000[",secondary,white-collar,married,spring,"[0,10[",no
323,*,*,*,*,*,*,*,no
324,"[30,40[","[0,10000[",secondary,white-collar,single,spring,"[0,10[",no
325,"[50,60[","[0,10000[",tertiary,white-collar,single,spring,"[0,10[",no
326,"[40,50[","[0,10000[",secondary,skilled-labor,single,spring,"[0,10[",no
327,"[40,50[","[0,10000[",tertiary,skilled-labor,married,spring,"[0,10[",no
328,"[50,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,10[",no
329,"[40,50[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
330,"[40,50[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
331,"[40,50[","[0,10000[",unknown,skilled-labor,married,spring,"[0,10[",no
332,"[30,40[",<0,secondary,skilled-labor,single,spring,"[0,10[",no
333,"[50,60[","[0,10000[",tertiary,white-collar,single,spring,"[0,10[",no
334,*,*,*,*,*,*,*,no
335,"[40,50[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
336,"[40,50[","[0,10000[",secondary,white-collar,single,spring,"[0,10[",no
337,"[50,60[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
338,*,*,*,*,*,*,*,no
339,"[30,40[","[0,10000[",secondary,skilled-labor,single,spring,"[0,10[",no
340,"[40,50[","[0,10000[",secondary,skilled-labor,single,spring,"[0,10[",no
341,"[40,50[","[0,10000[",secondary,white-collar,divorced,spring,"[0,10[",no
342,"[40,50[",<0,secondary,skilled-labor,divorced,spring,"[0,10[",no
343,"[50,60[","[0,10000[",primary,skilled-labor,married,spring,"[0,10[",no
344,"[30,40[","[0,10000[",tertiary,white-collar,married,spring,"[0,10[",no
345,"[50,60[","[0,10000[",unknown,skilled-labor,married,spring,"[0,10[",no
346,"[40,50[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
347,"[30,40[",<0,primary,skilled-labor,married,spring,"[0,10[",no
348,"[40,50[","[0,10000[",tertiary,skilled-labor,married,spring,"[0,10[",no
349,"[50,60[","[0,10000[",tertiary,white-collar,married,spring,"[0,10[",no
350,"[40,50[","[0,10000[",tertiary,white-collar,single,spring,"[0,10[",no
351,"[40,50[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
352,"[30,40[","[0,10000[",secondary,white-collar,married,spring,"[0,10[",no
353,"[30,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
354,*,*,*,*,*,*,*,no
355,"[30,40[","[0,10000[",secondary,white-collar,single,spring,"[0,10[",no
356,"[40,50[","[0,10000[",secondary,skilled-labor,single,spring,"[0,10[",no
357,"[30,40[","[0,10000[",tertiary,self-directed,single,spring,"[0,10[",no
358,"[40,50[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
359,"[40,50[","[0,10000[",tertiary,white-collar,single,spring,"[0,10[",no
360,"[40,50[","[0,10000[",tertiary,white-collar,married,spring,"[0,10[",no
361,"[40,50[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
362,"[20,30[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
363,"[40,50[","[0,10000[",secondary,white-collar,married,spring,"[0,10[",no
364,"[50,60[","[0,10000[",secondary,white-collar,married,spring,"[0,10[",no
365,"[40,50[","[0,10000[",tertiary,skilled-labor,married,spring,"[0,10[",no
366,"[30,40[","[0,10000[",secondary,white-collar,divorced,spring,"[0,10[",no
367,"[40,50[","[0,10000[",tertiary,white-collar,divorced,spring,"[0,10[",no
368,"[30,40[","[0,10000[",tertiary,white-collar,divorced,spring,"[0,10[",no
369,"[20,30[","[0,10000[",secondary,out-of-work,single,spring,"[0,10[",no
370,"[30,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
371,"[30,40[","[0,10000[",secondary,white-collar,married,spring,"[0,10[",no
372,"[30,40[","[0,10000[",secondary,skilled-labor,married,spring,"[0,10[",no
373,"[20,30[","[0,10000[",secondary,white-collar,single,spring,"[0,10[",no
374,"[40,50[","[0,10000[",unknown,skilled-labor,married,spring,"[0,10[",no
375,"[40,50[","[0,10000[",secondary,skilled-labor,single,spring,"[0,10[",no
376,"[30,40[","[0,10000[",secondary,white-collar,single,spring,"[0,10[",no
