index,age,workclass,education,marital_status,occupation,sex,income
28,"[40, 50[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
29,*,*,*,*,*,*,<=50K
30,"[20, 30[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
31,"[40, 50[",Private,Undergraduate,Divorced,Nontechnical,Male,<=50K
32,"[30, 40[",Federal-gov,Undergraduate,Married-civ-spouse,Other,Male,<=50K
33,"[20, 30[",State-gov,Undergraduate,Married-civ-spouse,Other,Male,<=50K
34,"[40, 50[",Private,High School,Never-married,Technical,Male,<=50K
35,"[20, 30[",Private,Undergraduate,Never-married,Technical,Male,<=50K
36,*,*,*,*,*,*,<=50K
37,"[30, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
38,"[40, 50[",Self-emp-not-inc,Professional Education,Married-civ-spouse,Technical,Male,<=50K
39,"[30, 40[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
40,"[50, 60[",Self-emp-not-inc,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
41,"[20, 30[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
42,"[40, 50[",Private,High School,Separated,Other,Female,<=50K
43,"[20, 30[",Private,High School,Never-married,Nontechnical,Male,<=50K
44,"[50, 60[",Federal-gov,Undergraduate,Married-civ-spouse,Technical,Male,>50K
45,"[50, 60[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
46,"[40, 50[",Private,Graduate,Divorced,Nontechnical,Female,<=50K
47,"[40, 50[",State-gov,Professional Education,Married-civ-spouse,Technical,Male,<=50K
48,"[20, 30[",Private,Professional Education,Never-married,Technical,Male,<=50K
49,"[20, 30[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Female,<=50K
50,"[10, 20[",Private,High School,Never-married,Other,Female,<=50K
51,"[40, 50[",Private,Professional Education,Married-civ-spouse,Technical,Female,>50K
52,*,*,*,*,*,*,>50K
53,*,*,*,*,*,*,<=50K
54,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Technical,Male,>50K
55,"[40, 50[",Private,Primary School,Married-civ-spouse,Technical,Male,<=50K
56,"[30, 40[",Private,Professional Education,Married-civ-spouse,Other,Male,<=50K
57,"[40, 50[",Private,High School,Married-civ-spouse,Other,Male,<=50K
58,"[30, 40[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
59,"[30, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
60,"[40, 50[",Private,High School,Married-civ-spouse,Other,Male,<=50K
61,"[40, 50[",Private,Graduate,Married-civ-spouse,Technical,Male,>50K
62,"[20, 30[",Private,Undergraduate,Divorced,Technical,Male,<=50K
63,"[30, 40[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
64,"[20, 30[",Private,Undergraduate,Divorced,Other,Female,<=50K
65,"[50, 60[",Private,High School,Married-civ-spouse,Other,Female,>50K
66,"[40, 50[",Self-emp-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
67,"[10, 20[",Private,Undergraduate,Never-married,Technical,Male,<=50K
68,"[30, 40[",Private,Undergraduate,Separated,Nontechnical,Female,<=50K
69,"[20, 30[",Self-emp-not-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
70,"[20, 30[",Private,Undergraduate,Never-married,Technical,Male,<=50K
71,*,*,*,*,*,*,<=50K
72,"[20, 30[",Private,High School,Never-married,Other,Male,<=50K
73,"[40, 50[",Private,Professional Education,Married-civ-spouse,Other,Male,<=50K
74,"[10, 20[",Private,High School,Never-married,Other,Female,<=50K
75,"[30, 40[",Local-gov,High School,Married-civ-spouse,Other,Male,<=50K
76,"[10, 20[",Private,High School,Never-married,Nontechnical,Male,<=50K
77,"[50, 60[",Private,Undergraduate,Married-civ-spouse,Other,Male,<=50K
78,"[40, 50[",Private,High School,Married-civ-spouse,Other,Female,<=50K
79,"[50, 60[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
80,"[40, 50[",Private,High School,Divorced,Technical,Female,>50K
81,"[50, 60[",Private,High School,Divorced,Nontechnical,Female,<=50K
82,"[40, 50[",Local-gov,High School,Married-civ-spouse,Other,Male,>50K
83,"[30, 40[",Private,Graduate,Married-civ-spouse,Technical,Male,<=50K
84,"[30, 40[",Private,High School,Never-married,Nontechnical,Male,<=50K
85,*,*,*,*,*,*,>50K
86,"[50, 60[",Private,Professional Education,Married-civ-spouse,Technical,Male,<=50K
87,"[30, 40[",Private,Undergraduate,Divorced,Technical,Female,<=50K
88,"[20, 30[",Private,Undergraduate,Divorced,Technical,Female,<=50K
89,"[30, 40[",Private,High School,Married-civ-spouse,Nontechnical,Female,<=50K
90,"[30, 40[",Local-gov,Undergraduate,Married-civ-spouse,Other,Male,>50K
91,*,*,*,*,*,*,<=50K
92,"[40, 50[",Self-emp-not-inc,Graduate,Married-civ-spouse,Technical,Male,>50K
93,"[30, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
94,"[40, 50[",Private,Professional Education,Divorced,Nontechnical,Female,<=50K
95,*,*,*,*,*,*,<=50K
96,*,*,*,*,*,*,>50K
97,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
98,*,*,*,*,*,*,<=50K
99,"[20, 30[",Private,Undergraduate,Never-married,Technical,Female,<=50K
100,"[20, 30[",Private,High School,Never-married,Technical,Male,<=50K
101,"[30, 40[",Self-emp-inc,High School,Married-civ-spouse,Technical,Male,>50K
102,"[30, 40[",Private,High School,Never-married,Nontechnical,Male,<=50K
103,"[30, 40[",Local-gov,High School,Never-married,Other,Female,<=50K
104,"[40, 50[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
105,"[20, 30[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
106,"[30, 40[",Private,Professional Education,Married-civ-spouse,Technical,Male,>50K
107,"[50, 60[",Self-emp-not-inc,High School,Married-civ-spouse,Other,Male,>50K
108,"[20, 30[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Female,<=50K
109,"[30, 40[",Private,High School,Never-married,Technical,Female,<=50K
110,"[50, 60[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
111,"[50, 60[",Self-emp-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
112,"[40, 50[",Local-gov,Professional Education,Married-civ-spouse,Technical,Male,>50K
113,"[50, 60[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
114,"[20, 30[",Private,High School,Never-married,Technical,Male,<=50K
115,"[20, 30[",Private,Undergraduate,Never-married,Other,Female,<=50K
116,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
117,"[30, 40[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
118,*,*,*,*,*,*,>50K
119,"[10, 20[",Private,Undergraduate,Never-married,Other,Male,<=50K
120,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Female,>50K
121,"[20, 30[",Private,Undergraduate,Never-married,Other,Female,<=50K
122,"[30, 40[",Private,Professional Education,Married-civ-spouse,Other,Male,>50K
123,"[30, 40[",Private,Undergraduate,Divorced,Technical,Male,<=50K
124,"[20, 30[",Private,Professional Education,Never-married,Nontechnical,Female,<=50K
125,"[20, 30[",Private,High School,Never-married,Other,Female,<=50K
126,"[30, 40[",Self-emp-not-inc,High School,Married-civ-spouse,Technical,Male,<=50K
127,"[30, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
128,"[40, 50[",Private,Professional Education,Divorced,Technical,Female,<=50K
129,*,*,*,*,*,*,>50K
130,"[40, 50[",Self-emp-not-inc,High School,Married-civ-spouse,Technical,Male,<=50K
131,"[20, 30[",Private,Professional Education,Married-civ-spouse,Other,Female,<=50K
132,"[20, 30[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
133,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Technical,Male,>50K
134,*,*,*,*,*,*,<=50K
135,"[20, 30[",Private,Undergraduate,Never-married,Nontechnical,Female,<=50K
136,"[10, 20[",Private,Undergraduate,Never-married,Other,Male,<=50K
137,"[40, 50[",Private,Professional Education,Never-married,Technical,Female,>50K
138,*,*,*,*,*,*,<=50K
139,"[30, 40[",Private,High School,Never-married,Other,Female,<=50K
140,"[20, 30[",Private,Undergraduate,Married-civ-spouse,Other,Male,<=50K
141,"[30, 40[",Private,High School,Widowed,Other,Female,<=50K
142,"[60, 70[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
143,"[40, 50[",Local-gov,Undergraduate,Divorced,Other,Female,<=50K
144,"[30, 40[",Private,High School,Never-married,Other,Female,<=50K
145,"[30, 40[",Private,Undergraduate,Never-married,Nontechnical,Female,<=50K
146,"[20, 30[",Private,High School,Never-married,Technical,Male,<=50K
147,"[40, 50[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
148,"[20, 30[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
149,*,*,*,*,*,*,<=50K
150,"[20, 30[",Private,High School,Divorced,Technical,Male,<=50K
151,*,*,*,*,*,*,<=50K
152,"[20, 30[",Private,High School,Never-married,Other,Female,<=50K
153,*,*,*,*,*,*,<=50K
154,"[20, 30[",Private,High School,Never-married,Nontechnical,Female,<=50K
155,"[40, 50[",Self-emp-not-inc,Graduate,Married-civ-spouse,Nontechnical,Male,>50K
156,"[30, 40[",Private,Undergraduate,Divorced,Other,Female,<=50K
157,*,*,*,*,*,*,<=50K
158,*,*,*,*,*,*,<=50K
159,"[10, 20[",Private,High School,Never-married,Nontechnical,Male,<=50K
160,*,*,*,*,*,*,<=50K
161,"[20, 30[",Private,High School,Never-married,Other,Male,<=50K
162,"[20, 30[",State-gov,High School,Married-civ-spouse,Other,Male,<=50K
163,"[50, 60[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
164,"[20, 30[",Private,Undergraduate,Never-married,Technical,Male,<=50K
165,*,*,*,*,*,*,>50K
166,*,*,*,*,*,*,<=50K
167,"[20, 30[",Private,High School,Never-married,Technical,Male,<=50K
168,"[30, 40[",Private,High School,Never-married,Nontechnical,Male,<=50K
169,"[10, 20[",Private,High School,Never-married,Other,Male,<=50K
170,"[30, 40[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
171,"[40, 50[",Local-gov,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
172,"[40, 50[",Private,Undergraduate,Divorced,Other,Female,<=50K
173,"[30, 40[",Private,Undergraduate,Never-married,Technical,Male,<=50K
174,"[40, 50[",Private,High School,Married-civ-spouse,Technical,Male,>50K
175,"[30, 40[",Federal-gov,Undergraduate,Married-civ-spouse,Other,Male,>50K
176,"[30, 40[",Private,High School,Married-civ-spouse,Other,Male,<=50K
177,"[40, 50[",Self-emp-not-inc,Undergraduate,Divorced,Nontechnical,Female,<=50K
178,"[30, 40[",Private,Graduate,Married-civ-spouse,Technical,Female,<=50K
179,"[50, 60[",State-gov,Graduate,Married-civ-spouse,Technical,Male,>50K
180,"[30, 40[",Private,Undergraduate,Divorced,Technical,Female,<=50K
181,"[20, 30[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
182,"[40, 50[",Local-gov,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
183,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
184,"[40, 50[",Federal-gov,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
185,"[20, 30[",Private,Primary School,Married-civ-spouse,Other,Male,<=50K
186,"[30, 40[",Private,Undergraduate,Divorced,Technical,Male,<=50K
187,*,*,*,*,*,*,>50K
188,"[30, 40[",Private,Graduate,Married-civ-spouse,Technical,Male,>50K
189,*,*,*,*,*,*,<=50K
190,"[20, 30[",Private,Graduate,Never-married,Technical,Female,<=50K
191,"[50, 60[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
192,"[40, 50[",Local-gov,Undergraduate,Never-married,Technical,Female,<=50K
193,"[30, 40[",State-gov,High School,Divorced,Other,Female,<=50K
194,"[10, 20[",Private,High School,Never-married,Nontechnical,Female,<=50K
195,"[30, 40[",Private,Undergraduate,Married-civ-spouse,Other,Male,>50K
196,"[30, 40[",Private,High School,Divorced,Technical,Male,<=50K
197,*,*,*,*,*,*,>50K
198,"[10, 20[",Private,High School,Never-married,Nontechnical,Female,<=50K
199,"[40, 50[",Local-gov,High School,Married-civ-spouse,Other,Male,<=50K
200,"[30, 40[",Private,High School,Married-civ-spouse,Technical,Male,>50K
201,"[30, 40[",Private,Undergraduate,Never-married,Nontechnical,Female,<=50K
202,"[60, 70[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
203,*,*,*,*,*,*,>50K
204,"[30, 40[",Private,Undergraduate,Never-married,Nontechnical,Male,>50K
205,*,*,*,*,*,*,<=50K
206,"[30, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
207,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
208,"[20, 30[",Private,High School,Never-married,Technical,Male,<=50K
209,"[30, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
210,*,*,*,*,*,*,<=50K
211,"[50, 60[",Private,High School,Married-civ-spouse,Other,Male,<=50K
212,*,*,*,*,*,*,<=50K
213,"[10, 20[",Private,High School,Never-married,Nontechnical,Female,<=50K
214,"[60, 70[",Self-emp-not-inc,High School,Married-civ-spouse,Other,Male,<=50K
215,*,*,*,*,*,*,<=50K
216,"[60, 70[",Private,High School,Divorced,Other,Female,<=50K
217,"[30, 40[",Private,High School,Separated,Other,Male,<=50K
218,"[40, 50[",Private,High School,Divorced,Nontechnical,Female,<=50K
219,"[20, 30[",Private,Undergraduate,Never-married,Other,Male,<=50K
220,"[30, 40[",Private,Undergraduate,Divorced,Technical,Female,<=50K
221,"[20, 30[",Private,Professional Education,Never-married,Technical,Male,>50K
222,"[50, 60[",State-gov,High School,Married-civ-spouse,Other,Male,<=50K
223,"[40, 50[",State-gov,Undergraduate,Never-married,Other,Female,<=50K
224,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
225,*,*,*,*,*,*,>50K
226,"[20, 30[",Private,High School,Never-married,Other,Male,<=50K
227,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Technical,Male,>50K
228,*,*,*,*,*,*,<=50K
229,*,*,*,*,*,*,<=50K
230,"[30, 40[",Private,Undergraduate,Divorced,Technical,Male,<=50K
231,"[50, 60[",Private,High School,Married-civ-spouse,Other,Male,<=50K
232,"[50, 60[",Private,High School,Married-civ-spouse,Other,Male,>50K
233,"[30, 40[",Private,High School,Never-married,Other,Female,<=50K
234,"[40, 50[",Private,Professional Education,Married-civ-spouse,Technical,Male,>50K
235,"[40, 50[",Private,High School,Married-civ-spouse,Other,Male,<=50K
236,"[40, 50[",Private,Professional Education,Married-civ-spouse,Technical,Female,>50K
237,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Other,Female,<=50K
238,"[50, 60[",Local-gov,High School,Widowed,Other,Female,<=50K
239,*,*,*,*,*,*,<=50K
240,"[50, 60[",Private,Undergraduate,Never-married,Other,Male,<=50K
241,"[40, 50[",Self-emp-not-inc,High School,Married-civ-spouse,Other,Male,>50K
242,"[20, 30[",Private,High School,Never-married,Other,Female,<=50K
243,"[30, 40[",Private,High School,Separated,Other,Female,<=50K
244,*,*,*,*,*,*,<=50K
245,"[50, 60[",Private,High School,Divorced,Technical,Male,<=50K
246,"[30, 40[",Private,Undergraduate,Divorced,Technical,Female,<=50K
247,"[40, 50[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
248,"[10, 20[",Private,High School,Never-married,Other,Male,<=50K
249,"[50, 60[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
250,"[20, 30[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
251,"[30, 40[",Self-emp-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
252,"[60, 70[",Private,High School,Married-civ-spouse,Nontechnical,Male,>50K
253,"[30, 40[",Private,Undergraduate,Never-married,Technical,Female,<=50K
254,"[30, 40[",Private,High School,Married-civ-spouse,Technical,Female,>50K
255,"[60, 70[",Private,High School,Married-civ-spouse,Nontechnical,Male,>50K
256,"[10, 20[",Private,High School,Never-married,Other,Male,<=50K
257,*,*,*,*,*,*,<=50K
258,*,*,*,*,*,*,<=50K
259,"[30, 40[",Private,High School,Divorced,Technical,Female,<=50K
260,"[40, 50[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
261,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Technical,Male,>50K
262,"[30, 40[",Private,Undergraduate,Never-married,Nontechnical,Female,<=50K
263,"[20, 30[",Private,Undergraduate,Never-married,Technical,Female,<=50K
264,"[20, 30[",Private,Undergraduate,Married-civ-spouse,Technical,Female,>50K
265,"[20, 30[",Private,Undergraduate,Never-married,Technical,Female,<=50K
266,"[40, 50[",Local-gov,Undergraduate,Married-civ-spouse,Technical,Male,>50K
267,"[30, 40[",Private,Professional Education,Divorced,Nontechnical,Female,<=50K
268,*,*,*,*,*,*,<=50K
269,"[20, 30[",Private,High School,Never-married,Nontechnical,Male,<=50K
270,*,*,*,*,*,*,>50K
271,"[40, 50[",Private,Professional Education,Married-civ-spouse,Technical,Male,>50K
272,"[50, 60[",Private,Undergraduate,Divorced,Other,Male,<=50K
273,"[20, 30[",Private,Undergraduate,Never-married,Nontechnical,Female,<=50K
274,"[50, 60[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
275,"[30, 40[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
276,"[30, 40[",Private,High School,Divorced,Technical,Female,<=50K
277,"[20, 30[",Local-gov,Undergraduate,Never-married,Other,Male,<=50K
278,"[20, 30[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
279,"[20, 30[",Private,Undergraduate,Never-married,Technical,Female,<=50K
280,"[60, 70[",Private,High School,Married-civ-spouse,Other,Male,<=50K
281,*,*,*,*,*,*,<=50K
282,"[20, 30[",Private,High School,Never-married,Technical,Male,<=50K
283,"[30, 40[",Private,High School,Divorced,Nontechnical,Male,<=50K
284,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Other,Male,>50K
285,"[20, 30[",Private,Undergraduate,Never-married,Other,Female,<=50K
286,"[30, 40[",Private,High School,Married-civ-spouse,Other,Male,>50K
287,"[50, 60[",Private,High School,Married-civ-spouse,Nontechnical,Male,>50K
288,"[20, 30[",Private,Undergraduate,Married-civ-spouse,Other,Female,<=50K
289,"[40, 50[",Private,High School,Divorced,Other,Female,<=50K
290,"[20, 30[",Private,Professional Education,Never-married,Technical,Male,<=50K
291,"[40, 50[",Private,Professional Education,Never-married,Technical,Female,<=50K
292,"[30, 40[",Private,Professional Education,Married-civ-spouse,Other,Male,>50K
293,"[40, 50[",Self-emp-inc,Undergraduate,Married-civ-spouse,Other,Male,>50K
294,"[20, 30[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
295,"[30, 40[",Private,Graduate,Married-civ-spouse,Nontechnical,Male,>50K
296,*,*,*,*,*,*,>50K
297,"[20, 30[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
298,"[20, 30[",Private,Undergraduate,Never-married,Technical,Male,<=50K
299,"[70, 80[",Self-emp-not-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
300,*,*,*,*,*,*,<=50K
301,"[20, 30[",Private,Undergraduate,Never-married,Technical,Female,<=50K
302,"[60, 70[",Private,High School,Widowed,Other,Female,<=50K
303,"[30, 40[",Self-emp-not-inc,High School,Married-civ-spouse,Nontechnical,Male,<=50K
304,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
305,"[30, 40[",Private,High School,Divorced,Other,Male,<=50K
306,"[20, 30[",Private,High School,Never-married,Nontechnical,Female,<=50K
307,*,*,*,*,*,*,<=50K
308,"[60, 70[",Self-emp-not-inc,High School,Married-civ-spouse,Other,Male,<=50K
309,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Technical,Female,>50K
310,"[50, 60[",Self-emp-not-inc,High School,Married-civ-spouse,Nontechnical,Male,<=50K
311,*,*,*,*,*,*,<=50K
312,"[40, 50[",Private,Undergraduate,Never-married,Technical,Male,<=50K
313,"[20, 30[",Private,Undergraduate,Never-married,Other,Male,<=50K
314,*,*,*,*,*,*,<=50K
315,"[50, 60[",Local-gov,High School,Married-civ-spouse,Other,Male,<=50K
316,"[50, 60[",Private,High School,Married-civ-spouse,Other,Male,<=50K
317,*,*,*,*,*,*,<=50K
318,"[30, 40[",Private,High School,Never-married,Technical,Male,<=50K
319,"[40, 50[",Private,Graduate,Never-married,Technical,Male,<=50K
320,"[10, 20[",Private,High School,Never-married,Nontechnical,Male,<=50K
321,"[40, 50[",Private,High School,Married-civ-spouse,Other,Male,<=50K
322,"[20, 30[",Private,Professional Education,Never-married,Nontechnical,Male,<=50K
323,"[30, 40[",Private,Professional Education,Married-civ-spouse,Technical,Male,>50K
324,"[30, 40[",State-gov,High School,Married-civ-spouse,Other,Male,>50K
325,"[30, 40[",Private,High School,Never-married,Other,Male,<=50K
326,"[20, 30[",State-gov,Undergraduate,Never-married,Other,Female,<=50K
327,"[40, 50[",Self-emp-not-inc,Undergraduate,Never-married,Nontechnical,Male,<=50K
328,*,*,*,*,*,*,<=50K
329,"[30, 40[",Private,Undergraduate,Never-married,Technical,Male,<=50K
330,"[30, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
331,"[20, 30[",Private,High School,Married-civ-spouse,Other,Male,<=50K
332,"[30, 40[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
333,"[40, 50[",Local-gov,High School,Married-civ-spouse,Other,Male,<=50K
334,"[30, 40[",Federal-gov,High School,Married-civ-spouse,Other,Male,>50K
335,*,*,*,*,*,*,<=50K
336,"[40, 50[",Private,Professional Education,Married-civ-spouse,Technical,Male,>50K
337,"[40, 50[",Private,High School,Married-civ-spouse,Other,Female,<=50K
338,"[20, 30[",Self-emp-not-inc,High School,Married-civ-spouse,Technical,Male,<=50K
339,"[30, 40[",Private,High School,Married-civ-spouse,Other,Female,<=50K
340,"[60, 70[",Private,Graduate,Married-civ-spouse,Technical,Male,>50K
341,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Other,Male,<=50K
342,"[40, 50[",Private,Undergraduate,Divorced,Nontechnical,Male,>50K
343,"[20, 30[",Private,High School,Married-spouse-absent,Nontechnical,Male,<=50K
344,"[20, 30[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
345,"[50, 60[",Self-emp-not-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,<=50K
346,"[20, 30[",Private,Professional Education,Never-married,Nontechnical,Female,<=50K
347,"[50, 60[",Private,Undergraduate,Divorced,Nontechnical,Female,>50K
348,"[30, 40[",Private,High School,Divorced,Nontechnical,Female,<=50K
349,"[20, 30[",Federal-gov,Undergraduate,Never-married,Other,Female,<=50K
350,"[10, 20[",Private,High School,Never-married,Other,Male,<=50K
351,"[40, 50[",State-gov,Professional Education,Married-civ-spouse,Technical,Male,>50K
352,"[40, 50[",Private,High School,Married-civ-spouse,Technical,Male,<=50K
353,"[40, 50[",Private,High School,Never-married,Technical,Male,<=50K
354,"[20, 30[",Local-gov,Undergraduate,Never-married,Other,Female,<=50K
355,"[30, 40[",Private,High School,Married-civ-spouse,Technical,Female,<=50K
356,"[20, 30[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
357,*,*,*,*,*,*,<=50K
358,"[30, 40[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
359,"[50, 60[",Private,High School,Divorced,Other,Male,<=50K
360,*,*,*,*,*,*,<=50K
361,"[20, 30[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
362,"[40, 50[",Private,Undergraduate,Divorced,Nontechnical,Female,<=50K
363,*,*,*,*,*,*,<=50K
364,"[20, 30[",Private,High School,Never-married,Other,Female,<=50K
365,"[20, 30[",Private,High School,Separated,Technical,Male,<=50K
366,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Other,Female,>50K
367,"[10, 20[",Private,Undergraduate,Never-married,Other,Female,<=50K
368,"[10, 20[",Private,High School,Never-married,Other,Female,<=50K
369,"[30, 40[",Private,High School,Married-civ-spouse,Other,Female,>50K
370,"[20, 30[",Private,Undergraduate,Never-married,Technical,Male,<=50K
371,*,*,*,*,*,*,<=50K
372,"[30, 40[",State-gov,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
373,"[30, 40[",Private,High School,Never-married,Other,Female,<=50K
374,"[40, 50[",Private,Undergraduate,Married-civ-spouse,Technical,Male,<=50K
375,"[40, 50[",Private,Undergraduate,Divorced,Nontechnical,Female,<=50K
376,"[20, 30[",Private,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
377,"[50, 60[",Self-emp-inc,Undergraduate,Married-civ-spouse,Nontechnical,Male,>50K
378,"[20, 30[",Private,Undergraduate,Never-married,Nontechnical,Male,<=50K
379,"[20, 30[",Private,Undergraduate,Never-married,Other,Female,<=50K
380,"[50, 60[",State-gov,Undergraduate,Married-civ-spouse,Other,Male,>50K
381,"[30, 40[",Private,Professional Education,Divorced,Technical,Female,<=50K
382,"[20, 30[",Private,High School,Married-civ-spouse,Nontechnical,Male,<=50K
383,"[40, 50[",Private,Graduate,Married-civ-spouse,Nontechnical,Male,>50K
384,"[20, 30[",Private,High School,Married-civ-spouse,Other,Male,<=50K
385,"[40, 50[",Self-emp-not-inc,High School,Married-civ-spouse,Technical,Male,<=50K
