level_0,index,age,workclass,education,marital_status,occupation,sex,income
49,49,"[25, 30[",Private,Some-college,Married-civ-spouse,Exec-managerial,Female,<=50K
50,50,"[15, 20[",Private,HS-grad,Never-married,Other-service,Female,<=50K
52,52,"[50, 55[",Federal-gov,Bachelors,Divorced,Exec-managerial,Male,>50K
53,53,"[45, 50[",Self-emp-inc,HS-grad,Divorced,Exec-managerial,Male,<=50K
54,54,"[40, 45[",Private,Some-college,Married-civ-spouse,Tech-support,Male,>50K
55,55,"[45, 50[",Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Male,<=50K
56,56,"[35, 40[",Private,Assoc-voc,Married-civ-spouse,Other-service,Male,<=50K
57,57,"[40, 45[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,<=50K
58,58,"[30, 35[",Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,<=50K
59,59,"[30, 35[",Private,Bachelors,Married-civ-spouse,Sales,Male,<=50K
60,60,"[45, 50[",Private,HS-grad,Married-civ-spouse,Transport-moving,Male,<=50K
61,61,"[40, 45[",Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,>50K
62,62,"[25, 30[",Private,Some-college,Divorced,Tech-support,Male,<=50K
63,63,"[35, 40[",Private,HS-grad,Married-civ-spouse,Craft-repair,Male,<=50K
64,64,"[25, 30[",Private,Some-college,Divorced,Adm-clerical,Female,<=50K
65,65,"[50, 55[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,>50K
66,66,"[45, 50[",Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,>50K
67,67,"[15, 20[",Private,Some-college,Never-married,Prof-specialty,Male,<=50K
68,68,"[30, 35[",Private,Bachelors,Separated,Sales,Female,<=50K
70,70,"[20, 25[",Private,Some-college,Never-married,Machine-op-inspct,Male,<=50K
72,72,"[25, 30[",Private,HS-grad,Never-married,Other-service,Male,<=50K
73,73,"[40, 45[",Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Male,<=50K
74,74,"[15, 20[",Private,11th,Never-married,Other-service,Female,<=50K
76,76,"[15, 20[",Private,HS-grad,Never-married,Sales,Male,<=50K
77,77,"[50, 55[",Private,Bachelors,Married-civ-spouse,Other-service,Male,<=50K
78,78,"[45, 50[",Private,HS-grad,Married-civ-spouse,Other-service,Female,<=50K
79,79,"[55, 60[",Private,HS-grad,Married-civ-spouse,Sales,Male,<=50K
80,80,"[40, 45[",Private,HS-grad,Divorced,Craft-repair,Female,>50K
81,81,"[50, 55[",Private,HS-grad,Divorced,Sales,Female,<=50K
82,82,"[45, 50[",Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,>50K
83,83,"[30, 35[",Private,Masters,Married-civ-spouse,Prof-specialty,Male,<=50K
84,84,"[30, 35[",Private,9th,Never-married,Sales,Male,<=50K
86,86,"[55, 60[",Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,<=50K
87,87,"[35, 40[",Private,Some-college,Divorced,Craft-repair,Female,<=50K
88,88,"[25, 30[",Private,Some-college,Divorced,Machine-op-inspct,Female,<=50K
89,89,"[30, 35[",Private,HS-grad,Married-civ-spouse,Sales,Female,<=50K
90,90,"[30, 35[",Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,>50K
92,92,"[45, 50[",Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,>50K
93,93,"[35, 40[",Private,Some-college,Married-civ-spouse,Sales,Male,>50K
94,94,"[45, 50[",Private,Assoc-acdm,Divorced,Exec-managerial,Female,<=50K
97,97,"[40, 45[",Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,>50K
98,98,"[45, 50[",Self-emp-not-inc,Masters,Never-married,Prof-specialty,Female,<=50K
99,99,"[20, 25[",Private,Some-college,Never-married,Tech-support,Female,<=50K
100,100,"[25, 30[",Private,HS-grad,Never-married,Craft-repair,Male,<=50K
101,101,"[30, 35[",Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,>50K
102,102,"[30, 35[",Private,11th,Never-married,Handlers-cleaners,Male,<=50K
103,103,"[30, 35[",Local-gov,HS-grad,Never-married,Adm-clerical,Female,<=50K
104,104,"[40, 45[",Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,<=50K
105,105,"[20, 25[",Private,Bachelors,Never-married,Sales,Male,<=50K
106,106,"[35, 40[",Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,>50K
107,107,"[55, 60[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Male,>50K
108,108,"[25, 30[",Private,Some-college,Married-civ-spouse,Sales,Female,<=50K
109,109,"[35, 40[",Private,HS-grad,Never-married,Machine-op-inspct,Female,<=50K
110,110,"[50, 55[",Private,9th,Married-civ-spouse,Handlers-cleaners,Male,<=50K
111,111,"[55, 60[",Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,<=50K
112,112,"[45, 50[",Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Male,>50K
113,113,"[55, 60[",Private,Some-college,Married-civ-spouse,Sales,Male,<=50K
114,114,"[20, 25[",Private,HS-grad,Never-married,Craft-repair,Male,<=50K
115,115,"[20, 25[",Private,Some-college,Never-married,Other-service,Female,<=50K
116,116,"[40, 45[",Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,<=50K
117,117,"[30, 35[",Private,Bachelors,Never-married,Exec-managerial,Male,<=50K
118,118,"[25, 30[",State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,>50K
119,119,"[15, 20[",Private,Some-college,Never-married,Other-service,Male,<=50K
120,120,"[45, 50[",Private,Bachelors,Married-civ-spouse,Exec-managerial,Female,>50K
121,121,"[20, 25[",Private,Some-college,Never-married,Adm-clerical,Female,<=50K
122,122,"[30, 35[",Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Male,>50K
123,123,"[35, 40[",Private,Some-college,Divorced,Craft-repair,Male,<=50K
124,124,"[25, 30[",Private,Assoc-acdm,Never-married,Sales,Female,<=50K
125,125,"[20, 25[",Private,HS-grad,Never-married,Other-service,Female,<=50K
126,126,"[35, 40[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,<=50K
127,127,"[35, 40[",Private,Bachelors,Married-civ-spouse,Sales,Male,<=50K
128,128,"[45, 50[",Private,Assoc-acdm,Divorced,Tech-support,Female,<=50K
129,129,"[35, 40[",Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Male,>50K
130,130,"[40, 45[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,<=50K
131,131,"[25, 30[",Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Female,<=50K
132,132,"[20, 25[",Private,Some-college,Never-married,Sales,Male,<=50K
133,133,"[45, 50[",Private,Some-college,Married-civ-spouse,Craft-repair,Male,>50K
134,134,"[60, 65[",Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,<=50K
135,135,"[25, 30[",Private,Some-college,Never-married,Sales,Female,<=50K
136,136,"[15, 20[",Private,Some-college,Never-married,Other-service,Male,<=50K
137,137,"[45, 50[",Private,Assoc-voc,Never-married,Prof-specialty,Female,>50K
139,139,"[30, 35[",Private,HS-grad,Never-married,Transport-moving,Female,<=50K
140,140,"[20, 25[",Private,Some-college,Married-civ-spouse,Other-service,Male,<=50K
141,141,"[35, 40[",Private,HS-grad,Widowed,Other-service,Female,<=50K
142,142,"[60, 65[",Private,11th,Married-civ-spouse,Craft-repair,Male,<=50K
143,143,"[45, 50[",Local-gov,Some-college,Divorced,Adm-clerical,Female,<=50K
144,144,"[30, 35[",Private,HS-grad,Never-married,Adm-clerical,Female,<=50K
145,145,"[30, 35[",Private,Bachelors,Never-married,Exec-managerial,Female,<=50K
146,146,"[20, 25[",Private,HS-grad,Never-married,Craft-repair,Male,<=50K
147,147,"[45, 50[",Private,HS-grad,Married-civ-spouse,Craft-repair,Male,<=50K
148,148,"[20, 25[",Private,Bachelors,Never-married,Handlers-cleaners,Male,<=50K
150,150,"[25, 30[",Private,HS-grad,Divorced,Craft-repair,Male,<=50K
152,152,"[25, 30[",Private,HS-grad,Never-married,Other-service,Female,<=50K
154,154,"[25, 30[",Private,HS-grad,Never-married,Exec-managerial,Female,<=50K
155,155,"[45, 50[",Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Male,>50K
156,156,"[35, 40[",Private,Some-college,Divorced,Other-service,Female,<=50K
159,159,"[15, 20[",Private,11th,Never-married,Handlers-cleaners,Male,<=50K
161,161,"[25, 30[",Private,HS-grad,Never-married,Other-service,Male,<=50K
162,162,"[25, 30[",State-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,<=50K
163,163,"[50, 55[",Private,Some-college,Married-civ-spouse,Sales,Male,>50K
164,164,"[25, 30[",Private,Bachelors,Never-married,Craft-repair,Male,<=50K
165,165,"[25, 30[",State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,>50K
167,167,"[20, 25[",Private,HS-grad,Never-married,Craft-repair,Male,<=50K
168,168,"[30, 35[",Private,HS-grad,Never-married,Handlers-cleaners,Male,<=50K
169,169,"[15, 20[",Private,HS-grad,Never-married,Other-service,Male,<=50K
170,170,"[30, 35[",Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,<=50K
171,171,"[40, 45[",Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,>50K
172,172,"[40, 45[",Private,Some-college,Divorced,Adm-clerical,Female,<=50K
173,173,"[30, 35[",Private,Some-college,Never-married,Craft-repair,Male,<=50K
174,174,"[40, 45[",Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Male,>50K
175,175,"[35, 40[",Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,>50K
176,176,"[30, 35[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,<=50K
177,177,"[40, 45[",Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Female,<=50K
178,178,"[30, 35[",Private,Masters,Married-civ-spouse,Prof-specialty,Female,<=50K
179,179,"[55, 60[",State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,>50K
180,180,"[35, 40[",Private,Some-college,Divorced,Machine-op-inspct,Female,<=50K
181,181,"[20, 25[",Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,<=50K
182,182,"[40, 45[",Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Male,<=50K
183,183,"[45, 50[",Private,Some-college,Married-civ-spouse,Tech-support,Male,<=50K
186,186,"[35, 40[",Private,Some-college,Divorced,Craft-repair,Male,<=50K
187,187,"[40, 45[",Federal-gov,Masters,Never-married,Exec-managerial,Female,>50K
188,188,"[35, 40[",Private,Masters,Married-civ-spouse,Prof-specialty,Male,>50K
190,190,"[25, 30[",Private,Masters,Never-married,Prof-specialty,Female,<=50K
191,191,"[50, 55[",Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,>50K
193,193,"[35, 40[",State-gov,HS-grad,Divorced,Adm-clerical,Female,<=50K
194,194,"[15, 20[",Private,11th,Never-married,Sales,Female,<=50K
195,195,"[35, 40[",Private,Bachelors,Married-civ-spouse,Other-service,Male,>50K
196,196,"[35, 40[",Private,HS-grad,Divorced,Craft-repair,Male,<=50K
198,198,"[15, 20[",Private,11th,Never-married,Sales,Female,<=50K
199,199,"[40, 45[",Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,<=50K
200,200,"[35, 40[",Private,HS-grad,Married-civ-spouse,Craft-repair,Male,>50K
201,201,"[35, 40[",Private,Some-college,Never-married,Sales,Female,<=50K
202,202,"[60, 65[",Private,HS-grad,Married-civ-spouse,Craft-repair,Male,<=50K
204,204,"[35, 40[",Private,Bachelors,Never-married,Exec-managerial,Male,>50K
206,206,"[35, 40[",Private,Bachelors,Married-civ-spouse,Sales,Male,<=50K
207,207,"[45, 50[",Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,<=50K
208,208,"[25, 30[",Private,10th,Never-married,Craft-repair,Male,<=50K
209,209,"[30, 35[",Private,Some-college,Married-civ-spouse,Handlers-cleaners,Male,<=50K
211,211,"[50, 55[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,<=50K
213,213,"[15, 20[",Private,HS-grad,Never-married,Sales,Female,<=50K
214,214,"[65, 70[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,<=50K
216,216,"[65, 70[",Private,HS-grad,Divorced,Adm-clerical,Female,<=50K
217,217,"[35, 40[",Private,11th,Separated,Transport-moving,Male,<=50K
218,218,"[40, 45[",Private,HS-grad,Divorced,Sales,Female,<=50K
219,219,"[25, 30[",Private,Some-college,Never-married,Adm-clerical,Male,<=50K
220,220,"[30, 35[",Private,Some-college,Divorced,Craft-repair,Female,<=50K
221,221,"[25, 30[",Private,Prof-school,Never-married,Prof-specialty,Male,>50K
223,223,"[40, 45[",State-gov,Some-college,Never-married,Adm-clerical,Female,<=50K
224,224,"[40, 45[",Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,>50K
225,225,"[35, 40[",Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,>50K
226,226,"[20, 25[",Private,HS-grad,Never-married,Transport-moving,Male,<=50K
227,227,"[40, 45[",Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,>50K
228,228,"[40, 45[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Female,<=50K
230,230,"[35, 40[",Private,Some-college,Divorced,Craft-repair,Male,<=50K
231,231,"[55, 60[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,<=50K
232,232,"[55, 60[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,>50K
233,233,"[30, 35[",Private,HS-grad,Never-married,Other-service,Female,<=50K
234,234,"[40, 45[",Private,Assoc-acdm,Married-civ-spouse,Tech-support,Male,>50K
235,235,"[45, 50[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,<=50K
236,236,"[40, 45[",Private,Prof-school,Married-civ-spouse,Prof-specialty,Female,>50K
237,237,"[40, 45[",Private,Bachelors,Married-civ-spouse,Adm-clerical,Female,<=50K
239,239,"[15, 20[",Local-gov,Some-college,Never-married,Adm-clerical,Male,<=50K
241,241,"[40, 45[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,>50K
242,242,"[20, 25[",Private,HS-grad,Never-married,Other-service,Female,<=50K
243,243,"[30, 35[",Private,HS-grad,Separated,Other-service,Female,<=50K
245,245,"[50, 55[",Private,7th-8th,Divorced,Craft-repair,Male,<=50K
246,246,"[35, 40[",Private,Bachelors,Divorced,Prof-specialty,Female,<=50K
247,247,"[45, 50[",Private,HS-grad,Married-civ-spouse,Sales,Male,<=50K
248,248,"[15, 20[",Private,11th,Never-married,Other-service,Male,<=50K
249,249,"[55, 60[",Private,Some-college,Married-civ-spouse,Sales,Male,<=50K
250,250,"[25, 30[",Private,11th,Married-civ-spouse,Craft-repair,Male,<=50K
251,251,"[35, 40[",Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,>50K
252,252,"[60, 65[",Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,>50K
253,253,"[30, 35[",Private,Bachelors,Never-married,Prof-specialty,Female,<=50K
254,254,"[30, 35[",Private,HS-grad,Married-civ-spouse,Craft-repair,Female,>50K
255,255,"[60, 65[",Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,>50K
256,256,"[15, 20[",Private,9th,Never-married,Other-service,Male,<=50K
258,258,"[25, 30[",Local-gov,Masters,Never-married,Prof-specialty,Male,<=50K
259,259,"[30, 35[",Private,HS-grad,Divorced,Prof-specialty,Female,<=50K
260,260,"[40, 45[",Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,<=50K
261,261,"[40, 45[",Private,Some-college,Married-civ-spouse,Craft-repair,Male,>50K
262,262,"[35, 40[",Private,Some-college,Never-married,Exec-managerial,Female,<=50K
263,263,"[25, 30[",Private,Some-college,Never-married,Tech-support,Female,<=50K
264,264,"[20, 25[",Private,Some-college,Married-civ-spouse,Machine-op-inspct,Female,>50K
265,265,"[20, 25[",Private,Bachelors,Never-married,Prof-specialty,Female,<=50K
266,266,"[40, 45[",Local-gov,Some-college,Married-civ-spouse,Craft-repair,Male,>50K
267,267,"[30, 35[",Private,Assoc-acdm,Divorced,Sales,Female,<=50K
268,268,"[60, 65[",Private,Bachelors,Divorced,Prof-specialty,Female,<=50K
269,269,"[20, 25[",Private,HS-grad,Never-married,Handlers-cleaners,Male,<=50K
271,271,"[40, 45[",Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,>50K
272,272,"[50, 55[",Private,Some-college,Divorced,Other-service,Male,<=50K
273,273,"[25, 30[",Private,Bachelors,Never-married,Exec-managerial,Female,<=50K
274,274,"[50, 55[",Private,7th-8th,Married-civ-spouse,Craft-repair,Male,<=50K
275,275,"[35, 40[",Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,<=50K
276,276,"[30, 35[",Private,HS-grad,Divorced,Prof-specialty,Female,<=50K
277,277,"[25, 30[",Local-gov,Bachelors,Never-married,Protective-serv,Male,<=50K
278,278,"[20, 25[",Private,Some-college,Never-married,Sales,Male,<=50K
279,279,"[25, 30[",Private,Bachelors,Never-married,Tech-support,Female,<=50K
280,280,"[65, 70[",Private,HS-grad,Married-civ-spouse,Transport-moving,Male,<=50K
282,282,"[20, 25[",Private,HS-grad,Never-married,Craft-repair,Male,<=50K
283,283,"[35, 40[",Private,HS-grad,Divorced,Sales,Male,<=50K
284,284,"[45, 50[",Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,>50K
285,285,"[20, 25[",Private,Some-college,Never-married,Other-service,Female,<=50K
286,286,"[30, 35[",Private,HS-grad,Married-civ-spouse,Transport-moving,Male,>50K
287,287,"[55, 60[",Private,HS-grad,Married-civ-spouse,Sales,Male,>50K
288,288,"[20, 25[",Private,Some-college,Married-civ-spouse,Adm-clerical,Female,<=50K
289,289,"[40, 45[",Private,HS-grad,Divorced,Adm-clerical,Female,<=50K
290,290,"[25, 30[",Private,Assoc-acdm,Never-married,Tech-support,Male,<=50K
291,291,"[45, 50[",Private,Assoc-acdm,Never-married,Prof-specialty,Female,<=50K
292,292,"[35, 40[",Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Male,>50K
293,293,"[40, 45[",Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,>50K
294,294,"[25, 30[",Private,Bachelors,Never-married,Sales,Male,<=50K
295,295,"[30, 35[",Private,Masters,Married-civ-spouse,Exec-managerial,Male,>50K
297,297,"[20, 25[",Private,Some-college,Never-married,Sales,Male,<=50K
298,298,"[20, 25[",Private,Some-college,Never-married,Machine-op-inspct,Male,<=50K
301,301,"[25, 30[",Private,Some-college,Never-married,Tech-support,Female,<=50K
302,302,"[60, 65[",Private,HS-grad,Widowed,Other-service,Female,<=50K
303,303,"[35, 40[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,<=50K
304,304,"[40, 45[",Private,Some-college,Married-civ-spouse,Craft-repair,Male,<=50K
305,305,"[35, 40[",Private,HS-grad,Divorced,Transport-moving,Male,<=50K
306,306,"[25, 30[",Private,11th,Never-married,Exec-managerial,Female,<=50K
308,308,"[60, 65[",Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,<=50K
309,309,"[40, 45[",Private,Some-college,Married-civ-spouse,Prof-specialty,Female,>50K
311,311,"[65, 70[",Private,HS-grad,Never-married,Transport-moving,Male,<=50K
312,312,"[40, 45[",Private,Some-college,Never-married,Craft-repair,Male,<=50K
313,313,"[25, 30[",Private,Bachelors,Never-married,Adm-clerical,Male,<=50K
316,316,"[50, 55[",Private,HS-grad,Married-civ-spouse,Transport-moving,Male,<=50K
317,317,"[15, 20[",Private,5th-6th,Never-married,Other-service,Male,<=50K
318,318,"[30, 35[",Private,HS-grad,Never-married,Craft-repair,Male,<=50K
319,319,"[45, 50[",Private,Masters,Never-married,Prof-specialty,Male,<=50K
320,320,"[15, 20[",Private,HS-grad,Never-married,Sales,Male,<=50K
321,321,"[45, 50[",Private,HS-grad,Married-civ-spouse,Other-service,Male,<=50K
322,322,"[25, 30[",Private,Assoc-acdm,Never-married,Sales,Male,<=50K
323,323,"[35, 40[",Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,>50K
324,324,"[35, 40[",State-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,>50K
325,325,"[30, 35[",Private,HS-grad,Never-married,Farming-fishing,Male,<=50K
327,327,"[40, 45[",Self-emp-not-inc,Bachelors,Never-married,Sales,Male,<=50K
329,329,"[30, 35[",Private,Bachelors,Never-married,Prof-specialty,Male,<=50K
330,330,"[30, 35[",Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,>50K
331,331,"[25, 30[",Private,HS-grad,Married-civ-spouse,Other-service,Male,<=50K
332,332,"[30, 35[",Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,>50K
333,333,"[45, 50[",Local-gov,11th,Married-civ-spouse,Transport-moving,Male,<=50K
334,334,"[35, 40[",Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,>50K
336,336,"[40, 45[",Private,Assoc-voc,Married-civ-spouse,Tech-support,Male,>50K
337,337,"[40, 45[",Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,<=50K
338,338,"[25, 30[",Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Male,<=50K
340,340,"[60, 65[",Private,Masters,Married-civ-spouse,Prof-specialty,Male,>50K
341,341,"[40, 45[",Private,Bachelors,Married-civ-spouse,Transport-moving,Male,<=50K
342,342,"[40, 45[",Private,Bachelors,Divorced,Exec-managerial,Male,>50K
343,343,"[20, 25[",Private,HS-grad,Married-spouse-absent,Sales,Male,<=50K
344,344,"[25, 30[",Private,HS-grad,Married-civ-spouse,Craft-repair,Male,<=50K
345,345,"[55, 60[",Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Male,<=50K
346,346,"[20, 25[",Private,Assoc-acdm,Never-married,Sales,Female,<=50K
347,347,"[55, 60[",Private,Bachelors,Divorced,Exec-managerial,Female,>50K
348,348,"[35, 40[",Private,HS-grad,Divorced,Sales,Female,<=50K
349,349,"[25, 30[",Federal-gov,Some-college,Never-married,Adm-clerical,Female,<=50K
350,350,"[15, 20[",Private,11th,Never-married,Other-service,Male,<=50K
352,352,"[45, 50[",Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,<=50K
353,353,"[40, 45[",Private,HS-grad,Never-married,Craft-repair,Male,<=50K
354,354,"[20, 25[",Local-gov,Some-college,Never-married,Adm-clerical,Female,<=50K
355,355,"[30, 35[",Private,HS-grad,Married-civ-spouse,Craft-repair,Female,<=50K
356,356,"[20, 25[",Private,Some-college,Never-married,Sales,Male,<=50K
358,358,"[35, 40[",Private,HS-grad,Married-civ-spouse,Sales,Male,<=50K
359,359,"[50, 55[",Private,HS-grad,Divorced,Transport-moving,Male,<=50K
361,361,"[25, 30[",Private,Some-college,Married-civ-spouse,Craft-repair,Male,<=50K
362,362,"[45, 50[",Private,Some-college,Divorced,Sales,Female,<=50K
364,364,"[20, 25[",Private,HS-grad,Never-married,Other-service,Female,<=50K
365,365,"[25, 30[",Private,HS-grad,Separated,Machine-op-inspct,Male,<=50K
366,366,"[40, 45[",Private,Some-college,Married-civ-spouse,Adm-clerical,Female,>50K
367,367,"[15, 20[",Private,Some-college,Never-married,Adm-clerical,Female,<=50K
368,368,"[15, 20[",Private,HS-grad,Never-married,Other-service,Female,<=50K
369,369,"[35, 40[",Private,HS-grad,Married-civ-spouse,Other-service,Female,>50K
370,370,"[25, 30[",Private,Bachelors,Never-married,Craft-repair,Male,<=50K
372,372,"[30, 35[",State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,>50K
373,373,"[30, 35[",Private,HS-grad,Never-married,Other-service,Female,<=50K
374,374,"[40, 45[",Private,Some-college,Married-civ-spouse,Tech-support,Male,<=50K
375,375,"[45, 50[",Private,Some-college,Divorced,Handlers-cleaners,Female,<=50K
